time,c_rate
117,-2.374429224
118,-2.374429224
119,-2.374429224
120,-2.374429224
121,-2.374429224
122,-2.374429224
123,-2.374429224
124,-2.374429224
125,-2.374429224
126,-2.374429224
127,-2.374429224
128,-2.374429224
129,-2.374429224
130,-2.374429224
131,-2.374429224
132,-2.374429224
133,-2.374429224
134,-2.374429224
135,-2.374429224
136,-2.374429224
137,-2.374429224
138,-2.374429224
139,-2.374429224
140,-2.374429224
141,-2.374429224
142,-2.374429224
143,-2.374429224
144,-2.374429224
145,-2.374429224
146,-2.374429224
147,-2.374429224
148,-2.374429224
149,-2.374429224
150,-2.374429224
151,-2.374429224
152,-2.374429224
153,-2.374429224
154,-2.374429224
155,-2.374429224
156,-2.374429224
157,-2.374429224
158,-2.374429224
159,-2.374429224
160,-2.374429224
161,-2.374429224
162,-2.374429224
163,-2.374429224
164,-2.374429224
165,-2.374429224
166,-2.374429224
167,-2.374429224
168,-2.374429224
169,-2.374429224
170,-2.374429224
171,-2.374429224
172,-2.374429224
173,-2.374429224
174,-2.374429224
175,-2.374429224
176,-2.374429224
177,-2.374429224
178,-2.374429224
179,-2.374429224
180,-2.374429224
181,-2.374429224
182,-2.374429224
183,-2.374429224
184,-2.374429224
185,-2.374429224
186,-2.374429224
187,-2.374429224
188,-2.374429224
189,-2.374429224
190,-2.374429224
191,-2.374429224
192,-2.374429224
193,-2.374429224
194,-2.374429224
195,-2.374429224
196,-2.374429224
197,-2.374429224
198,-2.374429224
199,-2.374429224
200,-2.374429224
201,-2.374429224
202,-2.374429224
203,-2.374429224
204,-2.374429224
205,-2.374429224
206,-2.374429224
207,-2.374429224
208,-2.374429224
209,-2.374429224
210,-2.374429224
211,-2.374429224
212,-2.374429224
213,-2.374429224
214,-2.374429224
215,-2.374429224
216,-2.374429224
217,-2.374429224
218,-2.374429224
219,-2.374429224
220,-2.374429224
221,-1.692541857
222,-1.692541857
223,-1.692541857
224,-1.692541857
225,-1.692541857
226,-1.692541857
227,-1.692541857
228,-1.692541857
229,-1.692541857
230,-1.692541857
231,-1.692541857
232,-1.692541857
233,-1.692541857
234,-1.692541857
235,-1.692541857
236,-1.692541857
237,-1.692541857
238,-1.692541857
239,-1.692541857
240,-1.692541857
241,-1.692541857
242,-1.692541857
243,-1.692541857
244,-1.692541857
245,-1.692541857
246,-1.692541857
247,-1.692541857
248,-1.692541857
249,-1.692541857
250,-1.692541857
251,-1.692541857
252,-1.692541857
253,-1.692541857
254,-1.692541857
255,-1.692541857
256,-1.692541857
257,-1.692541857
258,-1.692541857
259,-1.692541857
260,-1.692541857
261,-1.692541857
262,-1.692541857
263,-1.692541857
264,-1.692541857
265,-1.692541857
266,-1.692541857
267,-1.692541857
268,-1.692541857
269,-1.692541857
270,-1.692541857
271,-1.692541857
272,-1.692541857
273,-1.692541857
274,-1.692541857
275,-1.692541857
276,-1.692541857
277,-1.692541857
278,-1.692541857
279,-1.692541857
280,-1.692541857
281,-1.692541857
282,-1.692541857
283,-1.692541857
284,-1.692541857
285,-1.692541857
286,-1.692541857
287,-1.692541857
288,-1.692541857
289,-1.692541857
290,-1.692541857
291,-1.692541857
292,-1.692541857
293,-1.692541857
294,-1.692541857
295,-1.692541857
296,-1.692541857
297,-1.692541857
298,-1.692541857
299,-1.692541857
300,-1.692541857
301,-1.692541857
302,-1.692541857
303,-1.692541857
304,-1.692541857
305,-1.692541857
306,-1.692541857
307,-1.692541857
308,-1.692541857
309,-1.692541857
310,-1.692541857
311,-1.692541857
312,-1.692541857
313,-1.692541857
314,-1.692541857
315,-1.692541857
316,-1.692541857
317,-1.692541857
318,-1.692541857
319,-1.692541857
320,-1.692541857
321,-1.692541857
322,-1.692541857
323,-1.692541857
324,-1.692541857
325,-1.692541857
326,-1.692541857
327,-1.692541857
328,-1.692541857
329,-1.692541857
330,-1.692541857
331,-1.692541857
332,-1.692541857
333,-1.692541857
334,-1.692541857
335,-1.692541857
336,-1.692541857
337,-1.692541857
338,-1.692541857
339,-1.692541857
340,-1.692541857
341,-1.692541857
342,-1.692541857
343,-1.692541857
344,-1.692541857
345,-1.692541857
346,-1.692541857
347,-1.692541857
348,-1.692541857
349,-1.692541857
350,-1.692541857
351,-1.692541857
352,-1.692541857
353,-1.692541857
354,-1.692541857
355,-1.692541857
356,-1.692541857
357,-1.692541857
358,-1.692541857
359,-1.692541857
360,-1.692541857
361,-1.692541857
362,-1.692541857
363,-1.692541857
364,-1.692541857
365,-1.692541857
366,-1.692541857
367,-1.692541857
368,-1.692541857
369,-1.692541857
370,-1.692541857
371,-1.692541857
372,-1.692541857
373,-1.692541857
374,-1.692541857
375,-1.692541857
376,-1.692541857
377,-1.692541857
378,-1.692541857
379,-1.692541857
380,-1.692541857
381,-1.692541857
382,-1.692541857
383,-1.692541857
384,-1.692541857
385,-1.692541857
386,-1.692541857
387,-1.692541857
388,-1.692541857
389,-1.692541857
390,-1.692541857
391,-1.692541857
392,-1.692541857
393,-1.692541857
394,-1.692541857
395,-1.692541857
396,-1.692541857
397,-1.692541857
398,-1.692541857
399,-1.692541857
400,-1.692541857
401,-1.692541857
402,-1.692541857
403,-1.692541857
404,-1.692541857
405,-1.692541857
406,-1.692541857
407,-1.692541857
408,-1.692541857
409,-1.692541857
410,-1.692541857
411,-1.692541857
412,-1.692541857
413,-1.692541857
414,-1.692541857
415,-1.692541857
416,-1.692541857
417,-1.692541857
418,-1.692541857
419,-1.692541857
420,-1.692541857
421,-1.692541857
422,-1.692541857
423,-1.692541857
424,-1.692541857
425,-1.692541857
426,-1.692541857
427,-1.692541857
428,-1.692541857
429,-1.692541857
430,-1.692541857
431,-1.692541857
432,-1.692541857
433,-1.692541857
434,-1.692541857
435,-1.692541857
436,-1.692541857
437,-1.692541857
438,-1.692541857
439,-1.692541857
440,-1.692541857
441,-1.692541857
442,-1.692541857
443,-1.692541857
444,-1.692541857
445,-1.692541857
446,-1.692541857
447,-1.692541857
448,-1.692541857
449,-1.692541857
450,-1.692541857
451,-1.692541857
452,-1.692541857
453,-1.692541857
454,-1.692541857
455,-1.692541857
456,-1.692541857
457,-1.692541857
458,-1.692541857
459,-1.692541857
460,-1.692541857
461,-1.692541857
462,-1.692541857
463,-1.692541857
464,-1.692541857
465,-1.692541857
466,-1.692541857
467,-1.692541857
468,-1.692541857
469,-1.692541857
470,-1.692541857
471,-1.692541857
472,-1.692541857
473,-1.692541857
474,-1.692541857
475,-1.692541857
476,-1.692541857
477,-1.692541857
478,-1.692541857
479,-1.692541857
480,-1.692541857
481,-1.692541857
482,-1.692541857
483,-1.692541857
484,-1.692541857
485,-1.692541857
486,-1.692541857
487,-1.692541857
488,-1.692541857
489,-1.692541857
490,-1.692541857
491,-1.692541857
492,-1.692541857
493,-1.692541857
494,-1.692541857
495,-1.692541857
496,-1.692541857
497,-1.692541857
498,-1.692541857
499,-1.692541857
500,-1.692541857
501,-1.692541857
502,-1.692541857
503,-1.692541857
504,-1.692541857
505,-1.692541857
506,-1.692541857
507,-1.692541857
508,-1.692541857
509,-1.692541857
510,-1.692541857
511,-1.692541857
512,-1.692541857
513,-1.692541857
514,-1.692541857
515,-1.692541857
516,-1.692541857
517,-1.692541857
518,-1.692541857
519,-1.692541857
520,-1.692541857
521,-1.692541857
522,-1.692541857
523,-1.692541857
524,-1.692541857
525,-1.692541857
526,-1.692541857
527,-1.692541857
528,-1.692541857
529,-1.692541857
530,-1.692541857
531,-1.692541857
532,-1.692541857
533,-1.692541857
534,-1.692541857
535,-1.692541857
536,-1.692541857
537,-1.692541857
538,-1.692541857
539,-1.692541857
540,-1.692541857
541,-1.692541857
542,-1.692541857
543,-1.692541857
544,-1.692541857
545,-1.692541857
546,-1.692541857
547,-1.692541857
548,-1.692541857
549,-1.692541857
550,-1.692541857
551,-1.692541857
552,-1.692541857
553,-1.692541857
554,-1.692541857
555,-1.692541857
556,-1.692541857
557,-1.692541857
558,-1.692541857
559,-1.692541857
560,-1.692541857
561,-1.692541857
562,-1.692541857
563,-1.692541857
564,-1.692541857
565,-1.692541857
566,-1.692541857
567,-1.692541857
568,-1.692541857
569,-1.692541857
570,-1.692541857
571,-1.692541857
572,-1.692541857
573,-1.692541857
574,-1.692541857
575,-1.692541857
576,-1.692541857
577,-1.692541857
578,-1.692541857
579,-1.692541857
580,-1.692541857
581,-1.692541857
582,-1.692541857
583,-1.692541857
584,-1.692541857
585,-1.692541857
586,-1.692541857
587,-1.692541857
588,-1.692541857
589,-1.692541857
590,-1.692541857
591,-1.692541857
592,-1.692541857
593,-1.692541857
594,-1.692541857
595,-1.692541857
596,-1.692541857
597,-1.692541857
598,-1.692541857
599,-1.692541857
600,-1.692541857
601,-1.692541857
602,-1.692541857
603,-1.692541857
604,-1.692541857
605,-1.692541857
606,-1.692541857
607,-1.692541857
608,-1.692541857
609,-1.692541857
610,-1.692541857
611,-1.692541857
612,-1.692541857
613,-1.692541857
614,-1.692541857
615,-1.692541857
616,-1.692541857
617,-1.692541857
618,-1.692541857
619,-1.692541857
620,-1.692541857
621,-1.692541857
622,-1.692541857
623,-1.692541857
624,-1.692541857
625,-1.692541857
626,-1.692541857
627,-1.692541857
628,-1.692541857
629,-1.692541857
630,-1.692541857
631,-1.692541857
632,-1.692541857
633,-1.692541857
634,-1.692541857
635,-1.692541857
636,-1.692541857
637,-1.692541857
638,-1.692541857
639,-1.692541857
640,-1.692541857
641,-1.692541857
642,-1.692541857
643,-1.692541857
644,-1.692541857
645,-1.692541857
646,-1.692541857
647,-1.692541857
648,-1.692541857
649,-1.692541857
650,-1.692541857
651,-1.692541857
652,-1.692541857
653,-1.692541857
654,-1.692541857
655,-1.692541857
656,-1.692541857
657,-1.692541857
658,-1.692541857
659,-1.692541857
660,-1.692541857
661,-1.692541857
662,-1.692541857
663,-1.692541857
664,-1.692541857
665,-1.692541857
666,-1.692541857
667,-1.692541857
668,-1.692541857
669,-1.692541857
670,-1.692541857
671,-1.692541857
672,-1.692541857
673,-1.692541857
674,-1.692541857
675,-1.692541857
676,-1.692541857
677,-1.692541857
678,-1.692541857
679,-1.692541857
680,-1.692541857
681,-1.692541857
682,-1.692541857
683,-1.692541857
684,-1.692541857
685,-1.692541857
686,-1.692541857
687,-1.692541857
688,-1.692541857
689,-1.692541857
690,-1.692541857
691,-1.692541857
692,-1.692541857
693,-1.692541857
694,-1.692541857
695,-1.692541857
696,-1.692541857
697,-1.692541857
698,-1.692541857
699,-1.692541857
700,-1.692541857
701,-1.692541857
702,-1.692541857
703,-1.692541857
704,-1.692541857
705,-1.692541857
706,-1.692541857
707,-1.692541857
708,-1.692541857
709,-1.692541857
710,-1.692541857
711,-0.761035008
712,-0.761035008
713,-0.761035008
714,-0.761035008
715,-0.761035008
716,-0.761035008
717,-0.761035008
718,-0.761035008
719,-0.761035008
720,-0.761035008
721,-0.761035008
722,-0.761035008
723,-0.761035008
724,-0.761035008
725,-0.761035008
726,-0.761035008
727,-0.761035008
728,-0.761035008
729,-0.761035008
730,-0.761035008
731,-0.761035008
732,-0.761035008
733,-0.761035008
734,-0.761035008
735,-0.761035008
736,-0.761035008
737,-0.761035008
738,-0.761035008
739,-0.761035008
740,-0.761035008
741,-0.761035008
742,-0.761035008
743,-0.761035008
744,-0.761035008
745,-0.761035008
746,-0.761035008
747,-0.761035008
748,-0.761035008
749,-0.761035008
750,-0.761035008
751,-0.761035008
752,-0.761035008
753,-0.761035008
754,-0.761035008
755,-0.761035008
756,-0.761035008
757,-0.761035008
758,-0.761035008
759,-0.761035008
760,-0.761035008
761,-0.761035008
762,-0.761035008
763,-0.761035008
764,-0.761035008
765,-0.761035008
766,-0.761035008
767,-0.761035008
768,-0.761035008
769,-0.761035008
770,-0.761035008
771,-0.761035008
772,-0.761035008
773,-0.761035008
774,-0.761035008
775,-0.761035008
776,-0.761035008
777,-0.761035008
778,-0.761035008
779,-0.761035008
780,-0.761035008
781,-0.761035008
782,-0.761035008
783,-0.761035008
784,-0.761035008
785,-0.761035008
786,-0.761035008
787,-0.761035008
788,-0.761035008
789,-0.761035008
790,-0.761035008
791,-0.761035008
792,-0.761035008
793,-0.761035008
794,-0.761035008
795,-0.761035008
796,-0.761035008
797,-0.761035008
798,-0.761035008
799,-0.761035008
800,-0.761035008
801,-0.761035008
802,-0.761035008
803,-0.761035008
804,-0.761035008
805,-0.761035008
806,-0.761035008
807,-0.761035008
808,-0.761035008
809,-0.761035008
810,-0.761035008
811,-0.761035008
812,-0.761035008
813,-0.761035008
814,-0.761035008
815,-0.761035008
816,-0.761035008
817,-0.761035008
818,-0.761035008
819,-0.761035008
820,-0.761035008
821,-6.356164384
822,-6.356164384
823,-6.356164384
824,-6.356164384
825,-6.356164384
826,-6.356164384
827,-6.356164384
828,-6.356164384
829,-6.356164384
830,-6.356164384
831,-6.356164384
832,-6.356164384
833,-6.356164384
834,-6.356164384
835,-6.356164384
836,-6.356164384
837,-6.356164384
838,-6.356164384
839,-6.356164384
840,-6.356164384
841,-6.356164384
842,-6.356164384
843,-6.356164384
844,-6.356164384
845,-6.356164384
846,-6.356164384
847,-6.356164384
848,-6.356164384
849,-6.356164384
850,-6.356164384
851,-6.356164384
852,-6.356164384
853,-6.356164384
854,-6.356164384
855,-6.356164384
856,-6.356164384
857,-6.356164384
858,-6.356164384
859,-6.356164384
860,-6.356164384
861,-6.356164384
862,-6.356164384
863,-6.356164384
864,-6.356164384
865,-6.356164384
866,-6.356164384
867,-6.356164384
868,-6.356164384
869,-6.356164384
870,-6.356164384
871,-6.356164384
872,-6.356164384
873,-6.356164384
874,-6.356164384
875,-6.356164384
876,-6.356164384
877,-6.356164384
878,-6.356164384
879,-6.356164384
880,-6.356164384
881,-6.356164384
882,-6.356164384
883,-6.356164384
884,-6.356164384
885,-6.356164384
886,-6.356164384
887,-6.356164384
888,-6.356164384
889,-6.356164384
890,-6.356164384
891,-6.356164384
892,-6.356164384
893,-6.356164384
894,-6.356164384
895,-6.356164384
896,-6.356164384
897,-6.356164384
898,-6.356164384
899,-6.356164384
900,-6.356164384
901,-6.356164384
902,-6.356164384
903,-6.356164384
904,-6.356164384
905,-6.356164384
906,-6.356164384
907,-6.356164384
908,-6.356164384
909,-6.356164384
910,-6.356164384
