time,c_rate
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,-0.101552511
323,0
324,-0.016073059
325,-0.095707763
326,-0.035068493
327,-0.0343379
328,0
329,0
330,0
331,-0.030684932
332,0
333,-0.014611872
334,0
335,0
336,-0.024109589
337,-0.071598174
338,-0.158538813
339,-0.363105023
340,-0.557442922
341,-0.612237443
342,-0.279086758
343,-0.165114155
344,-0.146849315
345,-0.298812785
346,-0.155616438
347,-0.224292237
348,-0.252785388
349,-0.213333333
350,-0.146849315
351,-0.100091324
352,-0.099360731
353,-0.098630137
354,-0.122009132
355,-0.168767123
356,-0.146849315
357,-0.076712329
358,0
359,0
360,0
361,0
362,0
363,-0.008767123
364,-0.077442922
365,-0.094977169
366,-0.147579909
367,-0.240365297
368,-0.345570776
369,-0.251324201
370,-0.138812785
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,-0.00803653
393,-0.054063927
394,-0.155616438
395,-0.304657534
396,-0.485114155
397,-0.65826484
398,-0.65826484
399,-0.382100457
400,-0.105936073
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,-0.011689498
410,-0.057716895
411,-0.070136986
412,-0.083287671
413,-0.09716895
414,-0.175342466
415,-0.254977169
416,-0.251324201
417,-0.130045662
418,-0.021187215
419,0
420,0
421,-0.001461187
422,-0.083287671
423,-0.167305936
424,-0.335342466
425,-0.631232877
426,-1.000182648
427,-1.086392694
428,-0.629041096
429,-0.1943379
430,0
431,0
432,0
433,-0.094977169
434,-0.015342466
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,-0.01022831
513,-0.093515982
514,-0.309041096
515,-0.534063927
516,-0.581552511
517,-0.317808219
518,-0.084018265
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,-0.002191781
534,-0.024109589
535,-0.063561644
536,-0.146849315
537,-0.35652968
538,-0.67652968
539,-0.748127854
540,-0.362374429
541,-0.099360731
542,-0.057716895
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,-0.021187215
555,-0.043105023
556,-0.065022831
557,-0.099360731
558,-0.127123288
559,-0.292237443
560,-0.126392694
561,-0.059178082
562,-0.059178082
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,-0.012420091
602,-0.054063927
603,-0.187762557
604,-0.418630137
605,-0.715981735
606,-1.022100457
607,-1.177716895
608,-1.244931507
609,-1.350136986
610,-1.558356164
611,-1.532054794
612,-1.057899543
613,-0.507762557
614,-0.269589041
615,-0.307579909
616,-0.26520548
617,-0.181187215
618,-0.016073059
619,0
620,0
621,-0.106666667
622,-0.251324201
623,-0.361643836
624,-0.5143379
625,-0.526027397
626,-0.421552511
627,-0.310502283
628,-0.310502283
629,-0.349223744
630,-0.545022831
631,-0.713789954
632,-0.817534247
633,-0.930045662
634,-0.927123288
635,-0.832876712
636,-0.593972603
637,-0.423744292
638,-0.379178082
639,-0.333150685
640,-0.374063927
641,-0.637808219
642,-0.961461187
643,-0.859178082
644,-0.604200913
645,-0.657534247
646,-0.667031964
647,-0.675799087
648,-0.590319635
649,-0.450776256
650,-0.114703196
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,-0.08913242
666,-0.198721461
667,-0.635616438
668,-0.740091324
669,-1.027945206
670,-1.064474886
671,-0.691872146
672,-0.743013699
673,-0.796347032
674,-0.850410959
675,-0.334611872
676,-0.304657534
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,-0.067945206
685,-0.450045662
686,-0.546484018
687,-0.497534247
688,-0.652420091
689,-0.579360731
690,-0.292968036
691,-0.19652968
692,-0.329497717
693,-0.393059361
694,-0.297351598
695,0
696,0
697,0
698,0
699,0
700,0
701,-0.04456621
702,-0.07890411
703,-0.061369863
704,0
705,0
706,0
707,0
708,0
709,-0.16
710,-0.476347032
711,-0.634885845
712,-0.203835616
713,0
714,0
715,0
716,0
717,-0.038721461
718,-0.139543379
719,-0.370410959
720,-0.391598174
721,-0.393059361
722,-0.406210046
723,-0.371141552
724,-0.621004566
725,-0.851141552
726,-1.36913242
727,-1.05716895
728,-0.972420091
729,-0.709406393
730,-0.357260274
731,-0.291506849
732,-0.32803653
733,-0.330958904
734,-0.369680365
735,-0.409863014
736,-0.488767123
737,-0.389406393
738,-0.32
739,-0.729863014
740,-0.720365297
741,-0.629041096
742,-0.368219178
743,-0.369680365
744,-0.331689498
745,-0.371141552
746,-0.492420091
747,-0.621004566
748,-0.67652968
749,-0.528949772
750,-0.368949772
751,-0.327305936
752,-0.200182648
753,-0.029223744
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,-0.119817352
765,-0.386484018
766,-0.47196347
767,-0.599086758
768,-0.689680365
769,-1.07543379
770,-1.454611872
771,-1.549589041
772,-1.776073059
773,-1.412968036
774,-1.691324201
775,-1.757077626
776,-1.445114155
777,-1.339178082
778,-1.354520548
779,-1.214246575
780,-1.103926941
781,-0.978995434
782,-0.893515982
783,-0.801461187
784,-0.863561644
785,-1.035981735
786,-0.949041096
787,-0.744474886
788,-0.691872146
789,-0.74739726
790,-0.859908676
791,-0.868675799
792,-0.48803653
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,-0.21479452
801,-0.526757991
802,-1.179178082
803,-1.684018265
804,-1.567853881
805,-0.957808219
806,-0.551598174
807,-0.200913242
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,-0.202374429
820,-0.578630137
821,-0.693333333
822,-0.74739726
823,-0.802191781
824,-0.713789954
825,-0.74520548
826,-0.772237443
827,-0.76347032
828,-1.03890411
829,-1.155799087
830,-1.134611872
831,-0.860639269
832,-0.536255708
833,-0.546484018
834,-0.596894977
835,-0.568401826
836,-0.536255708
837,-0.671415525
838,-0.772237443
839,-0.707945206
840,-0.767853881
841,-0.967305936
842,-1.001643836
843,-0.849680365
844,-0.633424658
845,-0.592511416
846,-0.596894977
847,-0.74520548
848,-1.000182648
849,-1.22739726
850,-1.072511416
851,-0.897899543
852,-0.914703196
853,-0.932237443
854,-0.843835616
855,-0.69479452
856,-0.697716895
857,-1.180639269
858,-1.37716895
859,-1.258812785
860,-1.068858448
861,-1.541552511
862,-2.117990868
863,-1.572237443
864,-1.195251142
865,-1.274155251
866,-1.666484018
867,-1.843287671
868,-1.394703196
869,-0.967305936
870,-0.835068493
871,-0.761278539
872,-0.749589041
873,-0.610045662
874,-0.404748858
875,-0.195799087
876,-0.047488584
877,-0.320730594
878,-0.596164384
879,-0.821917808
880,-0.233059361
881,-0.21260274
882,-0.764200913
883,-0.764200913
884,-0.821917808
885,-0.939543379
886,-0.890593607
887,-0.838721461
888,-0.668493151
889,-0.547945206
890,-0.309041096
891,-0.122739726
892,0
893,-0.024840183
894,-0.113972603
895,-0.361643836
896,-0.508493151
897,-0.608584475
898,-0.555981735
899,-0.450045662
900,-0.288584475
901,0
902,0
903,0
904,0
905,0
906,0
907,-0.21479452
908,-0.526757991
909,-1.179178082
910,-1.684018265
911,-1.567853881
912,-0.957808219
913,-0.995068493
914,-1.805296804
915,-1.027945206
916,-1.060821918
917,-0.447123288
918,-0.592511416
919,-0.743744292
920,-1.054246575
921,-1.491872146
922,-1.456073059
923,-1.301917808
924,-0.139543379
925,0
926,-0.257899543
927,-0.245479452
928,-0.387945206
929,-0.379908676
930,-0.423013699
931,-0.366757991
932,-0.358721461
933,-0.15196347
934,0
935,-0.075251142
936,-0.206757991
937,-0.244748858
938,-0.237442922
939,-0.183378995
940,-0.312694064
941,-0.398173516
942,-0.396712329
943,-0.440547945
944,-0.485844749
945,-0.533333333
946,-0.810958904
947,-0.831415525
948,-0.664109589
949,-0.436894977
950,-0.010958904
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,-0.292968036
959,-0.830684932
960,-1.438538813
961,-1.86520548
962,-1.903196347
963,-1.711050228
964,-1.221552511
965,-0.820456621
966,-0.451506849
967,-0.365296804
968,-0.232328767
969,-0.05260274
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,-0.021187215
1028,-0.162191781
1029,-0.461004566
1030,-0.712328767
1031,-0.813881278
1032,-0.878173516
1033,-0.954155251
1034,-1.03086758
1035,-0.946118722
1036,-0.87086758
1037,-0.830684932
1038,-0.984109589
1039,-1.157990868
1040,-1.239817352
1041,-1.201826484
1042,-0.975342466
1043,-0.710136986
1044,-0.504840183
1045,-0.464657534
1046,-0.510684932
1047,-0.515068493
1048,-0.339726027
1049,-0.067945206
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,-0.048949772
1063,-0.110319635
1064,-0.343378995
1065,-0.617351598
1066,-0.658995434
1067,-0.328767123
1068,-0.223561644
1069,-0.357990868
1070,-0.644383562
1071,-0.85479452
1072,-1.088584475
1073,-1.430502283
1074,-1.889315068
1075,-2.086575342
1076,-2.020091324
1077,-1.819178082
1078,-1.674520548
1079,-1.680365297
1080,-1.312876712
1081,-0.835799087
1082,-0.369680365
1083,0
1084,0
1085,-0.200182648
1086,-0.534063927
1087,-0.583744292
1088,-0.585936073
1089,-0.538447489
1090,-0.538447489
1091,-0.686757991
1092,-1.041826484
1093,-1.375707763
1094,-1.278538813
1095,-1.005296804
1096,-0.759086758
1097,-0.441278539
1098,-0.005844749
1099,0
1100,0
1101,-0.292968036
1102,-0.726210046
1103,-1.231050228
1104,-1.632876712
1105,-1.456073059
1106,-0.978995434
1107,-0.617351598
1108,-0.181917808
1109,0
1110,-0.193607306
1111,-0.643652968
1112,-1.264657534
1113,-2.047123288
1114,-2.174977169
1115,-1.5656621
1116,-0.978995434
1117,-0.578630137
1118,-0.101552511
1119,-0.079634703
1120,-0.340456621
1121,-0.437625571
1122,-0.260091324
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,-0.059178082
1139,-0.084018265
1140,-0.110319635
1141,-0.216255708
1142,-0.428858448
1143,-0.615159817
1144,-0.447123288
1145,-0.180456621
1146,0
1147,0
1148,0
1149,0
1150,-0.038721461
1151,-0.038721461
1152,-0.23086758
1153,-0.618812785
1154,-1.063744292
1155,-1.095159817
1156,-1.13826484
1157,-1.420273973
1158,-1.884200913
1159,-2.283105022
1160,-2.370045662
1161,-2.248767122
1162,-2.315981736
1163,-2.409497718
1164,-2.543196347
1165,-2.616986302
1166,-1.712511416
1167,-1.711050228
1168,-2.142100457
1169,-2.107762557
1170,-2.126027397
1171,-2.138447489
1172,-2.077077626
1173,-2.072694064
1174,-2.062465753
1175,-1.975525114
1176,-1.947762557
1177,-1.987214612
1178,-2.173515982
1179,-2.226118722
1180,-2.279452056
1181,-2.25826484
1182,-2.154520548
1183,-2.115068493
1184,-2.069041096
1185,-1.939726027
1186,-1.720547945
1187,-1.720547945
1188,-1.720547945
1189,-1.720547945
1190,-1.720547945
1191,-1.720547945
1192,-1.720547945
1193,-1.720547945
1194,-1.720547945
1195,-1.798721461
1196,-1.724931507
1197,-1.803835616
1198,-2.044200913
1199,-2.144292237
1200,-2.409497718
1201,-2.455525113
1202,-2.341552511
1203,-2.21369863
1204,-2.073424658
1205,-2.002557078
1206,-2.008401826
1207,-2.013515982
1208,-2.019360731
1209,-1.942648402
1210,-1.942648402
1211,-1.942648402
1212,-1.860821918
1213,-1.936803653
1214,-1.936803653
1215,-1.936803653
1216,-1.854977169
1217,-1.849863014
1218,-1.844748858
1219,-1.839634703
1220,-1.752694064
1221,-1.660639269
1222,-1.646027397
1223,-1.549589041
1224,-1.691324201
1225,-1.68109589
1226,-1.751232877
1227,-1.666484018
1228,-1.736621005
1229,-1.651141552
1230,-1.641643836
1231,-1.711050228
1232,-1.785570776
1233,-1.705936073
1234,-1.780456621
1235,-1.621917808
1236,-1.611689498
1237,-1.365479452
1238,-1.263926941
1239,-1.081278539
1240,-1.124383562
1241,-1.095159817
1242,-1.142648402
1243,-1.041826484
1244,-1.088584475
1245,-1.064474886
1246,-0.966575342
1247,-0.939543379
1248,-0.913242009
1249,-0.886940639
1250,-0.932968036
1251,-0.911050228
1252,-0.889863014
1253,-0.867945206
1254,-0.847488584
1255,-0.82630137
1256,-0.805844749
1257,-0.786118722
1258,-0.766392694
1259,-0.813881278
1260,-0.864292237
1261,-0.917625571
1262,-1.106118722
1263,-1.171872146
1264,-1.308493151
1265,-1.320182648
1266,-1.265388128
1267,-1.272694064
1268,-1.14630137
1269,-1.011872146
1270,-0.938082192
1271,-0.860639269
1272,-0.847488584
1273,-0.900821918
1274,-0.890593607
1275,-0.946118722
1276,-1.070319635
1277,-1.135342466
1278,-1.138995434
1279,-1.208401826
1280,-1.215707763
1281,-1.091506849
1282,-1.157260274
1283,-1.095159817
1284,-1.095159817
1285,-0.962922374
1286,-0.956347032
1287,-0.884018265
1288,-0.808767123
1289,-0.795616438
1290,-0.848219178
1291,-0.77369863
1292,-0.697716895
1293,-0.682374429
1294,-0.667762557
1295,-0.778812785
1296,-0.894977169
1297,-1.016986301
1298,-1.082739726
1299,-1.152876712
1300,-1.100273973
1301,-1.107579909
1302,-1.114155251
1303,-1.185022831
1304,-1.068127854
1305,-1.071780822
1306,-1.011141552
1307,-1.011141552
1308,-0.947579909
1309,-1.007488584
1310,-0.943926941
1311,-0.940273973
1312,-0.873789954
1313,-0.803652968
1314,-0.857716895
1315,-0.788310502
1316,-0.590319635
1317,-0.698447489
1318,-0.687488584
1319,-1.045479452
1320,-1.237625571
1321,-1.505022831
1322,-1.730045662
1323,-2.039086758
1324,-2.050776256
1325,-1.85716895
1326,-1.50283105
1327,-1.319452055
1328,-1.191598174
1329,-1.191598174
1330,-1.191598174
1331,-1.191598174
1332,-1.123652968
1333,-0.983378995
1334,-0.973150685
1335,-0.962191781
1336,-1.086392694
1337,-1.082739726
1338,-1.14630137
1339,-1.14630137
1340,-1.213515982
1341,-1.21716895
1342,-1.423196347
1343,-1.439269406
1344,-1.455342466
1345,-1.404200913
1346,-1.279269406
1347,-1.214246575
1348,-1.076894977
1349,-0.727671233
1350,-0.433242009
1351,-0.201643836
1352,-0.166575342
1353,-0.069406393
1354,-0.037260274
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,-0.366757991
1363,-0.862100457
1364,-1.285114155
1365,-1.022100457
1366,-0.677260274
1367,-0.205296804
1368,0
1369,0
1370,-0.235251142
1371,-0.517260274
1372,-0.517260274
1373,-0.273972603
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,-0.57716895
1383,-1.019178082
1384,-0.908858448
1385,-0.515799087
1386,-0.475616438
1387,-0.775890411
1388,-1.25369863
1389,-1.693515982
1390,-1.765114155
1391,-1.473607306
1392,-1.086392694
1393,-0.721826484
1394,-0.458812785
1395,-0.366757991
1396,-0.178995434
1397,-0.0343379
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,-0.205296804
1409,-0.163652968
1410,-0.095707763
1411,-0.048949772
1412,-0.024840183
1413,-0.135890411
1414,-0.429589041
1415,-0.811689498
1416,-1.114155251
1417,-1.232511416
1418,-1.02283105
1419,-0.519452055
1420,0
1421,0
1422,0
1423,0
1424,-0.260821918
1425,-0.671415525
1426,-1.170410959
1427,-0.992146119
1428,-0.501187215
1429,-0.048949772
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,-0.165844749
1437,-0.303926941
1438,-0.23890411
1439,-0.103013699
1440,0
1441,0
1442,0
1443,-0.018995434
1444,-0.109589041
1445,-0.096438356
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,-0.047488584
1480,-0.083287671
1481,-0.103744292
1482,-0.111050228
1483,-0.121278539
1484,-0.129315068
1485,-0.172420091
1486,-0.237442922
1487,-0.333881278
1488,-0.459543379
1489,-0.622465753
1490,-0.790502283
1491,-0.966575342
1492,-1.06520548
1493,-1.147762557
1494,-1.183561644
1495,-1.162374429
1496,-1.147762557
1497,-1.07543379
1498,-0.97826484
1499,-0.858447489
1500,-0.720365297
1501,-0.739360731
1502,-0.670684932
1503,-0.728401826
1504,-0.700639269
1505,-0.669223744
1506,-0.680913242
1507,-0.738630137
1508,-0.8
1509,-0.912511416
1510,-1.13022831
1511,-1.368401826
1512,-1.632876712
1513,-1.87543379
1514,-1.98283105
1515,-1.925114155
1516,-1.671598174
1517,-1.556164384
1518,-1.362557078
1519,-1.331872146
1520,-1.17260274
1521,-1.124383562
1522,-0.885479452
1523,-0.695525114
1524,-0.250593607
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,-0.226484018
1532,-0.467579909
1533,-0.766392694
1534,-1.082009132
1535,-1.526210046
1536,-1.915616438
1537,-2.245114156
1538,-2.616986302
1539,-2.857351598
1540,-3.17954338
1541,-3.337351598
1542,-3.355616438
1543,-3.132785389
1544,-2.630136987
1545,-2.2743379
1546,-2.025936073
1547,-1.904657534
1548,-2.00109589
1549,-2.02739726
1550,-2.207853881
1551,-2.246575342
1552,-2.36347032
1553,-2.329863013
1554,-2.449680364
1555,-2.576803653
1556,-2.793789953
1557,-2.945022831
1558,-3.272328767
1559,-3.460091324
1560,-3.57479452
1561,-3.691689498
1562,-3.811506849
1563,-4.024109589
1564,-4.159269407
1565,-4.297351598
1566,-4.533333333
1567,-4.49826484
1568,-4.539908676
1569,-4.573515982
1570,-4.598356164
1571,-4.614429224
1572,-4.62173516
1573,-4.414246576
1574,-4.279817351
1575,-4.126392693
1576,-3.849497718
1577,-3.650045662
1578,-3.433789953
1579,-3.408949771
1580,-3.177351598
1581,-3.240182649
1582,-3.00347032
1583,-2.854429224
1584,-2.69954338
1585,-2.53954338
1586,-2.374429224
1587,-2.304292238
1588,-2.334246576
1589,-2.467945204
1590,-2.516894978
1591,-2.668858447
1592,-2.640365298
1593,-2.804748858
1594,-2.790136987
1595,-2.584840182
1596,-2.55780822
1597,-2.245114156
1598,-2.104840183
1599,-1.960913242
1600,-1.81260274
1601,-1.753424658
1602,-1.877625571
1603,-2.011324201
1604,-2.065388128
1605,-2.304292238
1606,-2.291872147
1607,-2.458447489
1608,-2.458447489
1609,-2.637442922
1610,-2.560730593
1611,-2.746301369
1612,-2.855890411
1613,-3.063378996
1614,-3.196347031
1615,-3.4286758
1616,-3.68
1617,-3.857534247
1618,-4.046757991
1619,-3.962739727
1620,-3.956164384
1621,-3.844383562
1622,-3.7143379
1623,-3.370958904
1624,-3.091872147
1625,-2.790136987
1626,-2.174977169
1627,-1.720547945
1628,-1.251506849
1629,-1.056438356
1630,-1.047671233
1631,-1.410045662
1632,-1.699360731
1633,-2.184474886
1634,-2.343744293
1635,-2.427031964
1636,-2.337899544
1637,-2.153789954
1638,-2.047123288
1639,-1.935342466
1640,-1.994520548
1641,-2.146484018
1642,-2.396347031
1643,-2.752146118
1644,-2.960365298
1645,-3.273789953
1646,-3.433789953
1647,-3.694611871
1648,-3.885296804
1649,-3.995616438
1650,-4.108127853
1651,-4.033607307
1652,-4.035799087
1653,-4.029954338
1654,-3.917442922
1655,-3.98392694
1656,-4.05041096
1657,-4.118356164
1658,-4.186301369
1659,-4.255707762
1660,-4.325844749
1661,-4.294429224
1662,-4.458812784
1663,-4.428127853
1664,-4.387214611
1665,-4.442009133
1666,-4.286392693
1667,-4.32219178
1668,-4.252785389
1669,-4.280547944
1670,-4.200913242
1671,-4.112511416
1672,-4.122009133
1673,-4.130776256
1674,-4.032876713
1675,-4.032876713
1676,-3.926210047
1677,-3.810776256
1678,-3.686575342
1679,-3.661004567
1680,-3.635433789
1681,-3.821004567
1682,-3.918173516
1683,-4.129315069
1684,-4.358721462
1685,-4.395251142
1686,-4.432511416
1687,-4.469771689
1688,-4.292237442
1689,-4.310502282
1690,-4.221369862
1691,-4.23086758
1692,-4.239634702
1693,-4.24913242
1694,-4.258630138
1695,-4.26739726
1696,-4.276894978
1697,-4.2856621
1698,-4.187031964
1699,-4.078904109
1700,-3.961278538
1701,-3.943744293
1702,-3.925479451
1703,-3.800547944
1704,-3.881643836
1705,-3.863378996
1706,-3.845844749
1707,-3.934977169
1708,-3.926210047
1709,-3.917442922
1710,-4.122009133
1711,-4.130776256
1712,-4.24694064
1713,-4.371872147
1714,-4.399634702
1715,-4.53479452
1716,-4.572785389
1717,-4.718173516
1718,-4.766392693
1719,-4.92347032
1720,-4.87305936
1721,-4.812420091
1722,-4.631232878
1723,-4.540639269
1724,-4.329497718
1725,-3.877990867
1726,-3.393607307
1727,-2.769680364
1728,-2.11652968
1729,-1.443652968
1730,-1.178447489
1731,-0.918356164
1732,-0.865753425
1733,-0.822648402
1734,-0.789041096
1735,-0.669223744
1736,-0.463196347
1737,-0.44347032
1738,-0.342648402
1739,-0.420091324
1740,-0.588858448
1741,-0.846757991
1742,-0.868675799
1743,-0.975342466
1744,-1.008219178
1745,-0.965844749
1746,-0.924931507
1747,-1.03890411
1748,-1.006027397
1749,-1.125844749
1750,-1.176255708
1751,-1.155068493
1752,-1.134611872
1753,-1.114885845
1754,-1.094429224
1755,-1.074703196
1756,-1.054977169
1757,-0.962922374
1758,-1.01260274
1759,-0.922009132
1760,-0.900091324
1761,-0.87890411
1762,-0.857716895
1763,-0.83652968
1764,-0.74739726
1765,-0.58739726
1766,-0.289315068
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,-0.002922374
1813,-0.057716895
1814,-0.220639269
