Time_Minutes,Power_PerUnit
558,0.2443
559,0.2472
560,0.25
561,0.2528
562,0.2556
563,0.2585
564,0.2612
565,0.264
566,0.2668
567,0.2696
568,0.2723
569,0.2751
570,0.2778
571,0.2805
572,0.2832
573,0.2859
574,0.2886
575,0.2912
576,0.2939
577,0.2965
578,0.2992
579,0.3018
580,0.3044
581,0.307
582,0.3095
583,0.3121
584,0.3147
585,0.3172
586,0.3197
587,0.3222
588,0.3247
589,0.3272
590,0.3297
591,0.3321
592,0.3346
593,0.337
594,0.3394
595,0.3418
596,0.3442
597,0.3465
598,0.3489
599,0.3512
600,0.3536
601,0.3559
602,0.3582
603,0.3604
604,0.3627
605,0.3649
606,0.3672
607,0.3694
608,0.3716
609,0.3738
610,0.3759
611,0.3781
612,0.3802
613,0.3823
614,0.3844
615,0.3865
616,0.3886
617,0.3906
618,0.3927
619,0.3947
620,0.3967
621,0.3987
622,0.4006
623,0.4026
624,0.4045
625,0.4064
626,0.4083
627,0.4102
628,0.4121
629,0.4139
630,0.4157
631,0.4175
632,0.4193
633,0.4211
634,0.4229
635,0.4246
636,0.4263
637,0.428
638,0.4297
639,0.4314
640,0.433
641,0.4346
642,0.4362
643,0.4378
644,0.4394
645,0.441
646,0.4425
647,0.444
648,0.4455
649,0.447
650,0.4484
651,0.4499
652,0.4513
653,0.4527
654,0.4541
655,0.4554
656,0.4568
657,0.4581
658,0.4594
659,0.4607
660,0.4619
661,0.4632
662,0.4644
663,0.4656
664,0.4668
665,0.468
666,0.4691
667,0.4702
668,0.4713
669,0.4724
670,0.4735
671,0.4745
672,0.4755
673,0.4765
674,0.4775
675,0.4785
676,0.4794
677,0.4803
678,0.4812
679,0.4821
680,0.483
681,0.4838
682,0.4846
683,0.4854
684,0.4862
685,0.4869
686,0.4877
687,0.4884
688,0.4891
689,0.4897
690,0.4904
691,0.491
692,0.4916
693,0.4922
694,0.4928
695,0.4933
696,0.4938
697,0.4943
698,0.4948
699,0.4953
700,0.4957
701,0.4961
702,0.4965
703,0.4969
704,0.4973
705,0.4976
706,0.4979
707,0.4982
708,0.4985
709,0.4987
710,0.4989
711,0.4991
712,0.4993
713,0.4995
714,0.4996
715,0.4997
716,0.4998
717,0.4999
718,0.5
719,0.5
720,0.5
721,0.5
722,0.5
723,0.4999
724,0.4998
725,0.4997
726,0.4996
727,0.4995
728,0.4993
729,0.4991
730,0.4989
731,0.4987
732,0.4985
733,0.4982
734,0.4979
735,0.4976
736,0.4973
737,0.4969
738,0.4965
739,0.4961
740,0.4957
741,0.4953
742,0.4948
743,0.4943
744,0.4938
745,0.4933
746,0.4928
747,0.4922
748,0.4916
749,0.491
750,0.4904
751,0.4897
752,0.4891
753,0.4884
754,0.4877
755,0.4869
756,0.4862
757,0.4854
758,0.4846
759,0.4838
760,0.483
761,0.4821
762,0.4812
763,0.4803
764,0.4794
765,0.4785
766,0.4775
767,0.4765
768,0.4755
769,0.4745
770,0.4735
771,0.4724
772,0.4713
773,0.4702
774,0.4691
775,0.468
776,0.4668
777,0.4656
778,0.4644
779,0.4632
780,0.4619
781,0.4607
782,0.4594
783,0.4581
784,0.4568
785,0.4554
786,0.4541
787,0.4527
788,0.4513
789,0.4499
790,0.4484
791,0.447
792,0.4455
793,0.444
794,0.4425
795,0.441
796,0.4394
797,0.4378
798,0.4362
799,0.4346
800,0.433
801,0.4314
802,0.4297
803,0.428
804,0.4263
805,0.4246
806,0.4229
807,0.4211
808,0.4193
809,0.4175
810,0.4157
811,0.4139
812,0.4121
813,0.4102
814,0.4083
815,0.4064
816,0.4045
817,0.4026
818,0.4006
819,0.3987
820,0.3967
821,0.3947
822,0.3927
823,0.3906
824,0.3886
825,0.3865
826,0.3844
827,0.3823
828,0.3802
829,0.3781
830,0.3759
831,0.3738
832,0.3716
833,0.3694
834,0.3672
835,0.3649
836,0.3627
837,0.3604
838,0.3582
839,0.3559
840,0.3536
841,0.3512
842,0.3489
843,0.3465
844,0.3442
845,0.3418
846,0.3394
847,0.337
848,0.3346
849,0.3321
850,0.3297
851,0.3272
852,0.3247
853,0.3222
854,0.3197
855,0.3172
856,0.3147
857,0.3121
858,0.3095
859,0.307
860,0.3044
861,0.3018
862,0.2992
863,0.2965
864,0.2939
865,0.2912
866,0.2886
867,0.2859
868,0.2832
869,0.2805
870,0.2778
871,0.2751
872,0.2723
873,0.2696
874,0.2668
875,0.264
876,0.2612
877,0.2585
878,0.2556
879,0.2528
880,0.25
881,0.2472
882,0.2443
883,0.2415
884,0.2386
885,0.2357
886,0.2328
887,0.2299
888,0.227
889,0.2241
890,0.2211
891,0.2182
892,0.2153
893,0.2123
894,0.2093
895,0.2064
896,0.2034
897,0.2004
898,0.1974
899,0.1944
900,0.1913
901,0.1883
902,0.1853
903,0.1822
904,0.1792
905,0.1761
906,0.1731
907,0.17
908,0.1669
909,0.1638
910,0.1607
911,0.1576
912,0.1545
913,0.1514
914,0.1483
915,0.1451
916,0.142
917,0.1389
918,0.1357
919,0.1326
920,0.1294
921,0.1262
922,0.1231
923,0.1199
924,0.1167
925,0.1135
926,0.1103
927,0.1072
928,0.104
929,0.1008
930,0.0975
931,0.0943
932,0.0911
933,0.0879
934,0.0847
935,0.0814
936,0.0782
937,0.075
938,0.0717
939,0.0685
940,0.0653
941,0.062
942,0.0588
943,0.0555
944,0.0523
945,0.049
946,0.0458
947,0.0425
948,0.0392
949,0.036
950,0.0327
951,0.0294
952,0.0262
953,0.0229
954,0.0196
955,0.0164
956,0.0131
957,0.0098
958,0.0065
959,0.0033
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,-0.4
1081,-0.4
1082,-0.4
1083,-0.4
1084,-0.4
1085,-0.4
1086,-0.4
1087,-0.4
1088,-0.4
1089,-0.4
1090,-0.4
1091,-0.4
1092,-0.4
1093,-0.4
1094,-0.4
1095,-0.4
1096,-0.4
1097,-0.4
1098,-0.4
1099,-0.4
1100,-0.4
1101,-0.4
1102,-0.4
1103,-0.4
1104,-0.4
1105,-0.4
1106,-0.4
1107,-0.4
1108,-0.4
1109,-0.4
1110,-0.4
1111,-0.4
1112,-0.4
1113,-0.4
1114,-0.4
1115,-0.4
1116,-0.4
1117,-0.4
1118,-0.4
1119,-0.4
1120,-0.4
1121,-0.4
1122,-0.4
1123,-0.4
1124,-0.4
1125,-0.4
1126,-0.4
1127,-0.4
1128,-0.4
1129,-0.4
1130,-0.4
1131,-0.4
1132,-0.4
1133,-0.4
1134,-0.4
1135,-0.4
1136,-0.4
1137,-0.4
1138,-0.4
1139,-0.4
1140,-0.4
1141,-0.4
1142,-0.4
1143,-0.4
1144,-0.4
1145,-0.4
1146,-0.4
1147,-0.4
1148,-0.4
1149,-0.4
1150,-0.4
1151,-0.4
1152,-0.4
1153,-0.4
1154,-0.4
1155,-0.4
1156,-0.4
1157,-0.4
1158,-0.4
1159,-0.4
1160,-0.4
1161,-0.4
1162,-0.4
1163,-0.4
1164,-0.4
1165,-0.4
1166,-0.4
1167,-0.4
1168,-0.4
1169,-0.4
1170,-0.4
1171,-0.4
1172,-0.4
1173,-0.4
1174,-0.4
1175,-0.4
1176,-0.4
1177,-0.4
1178,-0.4
1179,-0.4
1180,-0.4
1181,-0.4
1182,-0.4
1183,-0.4
1184,-0.4
1185,-0.4
1186,-0.4
1187,-0.4
1188,-0.4
1189,-0.4
1190,-0.4
1191,-0.4
1192,-0.4
1193,-0.4
1194,-0.4
1195,-0.4
1196,-0.4
1197,-0.4
1198,-0.4
1199,-0.4
1200,-0.4
1201,-0.4
1202,-0.4
1203,-0.4
1204,-0.4
1205,-0.4
1206,-0.4
1207,-0.4
1208,-0.4
1209,-0.4
1210,-0.4
1211,-0.4
1212,-0.4
1213,-0.4
1214,-0.4
1215,-0.4
1216,-0.4
1217,-0.4
1218,-0.4
1219,-0.4
1220,-0.4
1221,-0.4
1222,-0.4
1223,-0.4
1224,-0.4
1225,-0.4
1226,-0.4
1227,-0.4
1228,-0.4
1229,-0.4
1230,-0.4
1231,-0.4
1232,-0.4
1233,-0.4
1234,-0.4
1235,-0.4
1236,-0.4
1237,-0.4
1238,-0.4
1239,-0.4
1240,-0.4
1241,-0.4
1242,-0.4
1243,-0.4
1244,-0.4
1245,-0.4
1246,-0.4
1247,-0.4
1248,-0.4
1249,-0.4
1250,-0.4
1251,-0.4
1252,-0.4
1253,-0.4
1254,-0.4
1255,-0.4
1256,-0.4
1257,-0.4
1258,-0.4
1259,-0.4
1260,-0.4
1261,-0.4
1262,-0.4
1263,-0.4
1264,-0.4
1265,-0.4
1266,-0.4
1267,-0.4
1268,-0.4
1269,-0.4
1270,-0.4
1271,-0.4
1272,-0.4
1273,-0.4
1274,-0.4
1275,-0.4
1276,-0.4
1277,-0.4
1278,-0.4
1279,-0.4
1280,-0.4
1281,-0.4
1282,-0.4
1283,-0.4
1284,-0.4
1285,-0.4
1286,-0.4
1287,-0.4
1288,-0.4
1289,-0.4
1290,-0.4
1291,-0.4
1292,-0.4
1293,-0.4
1294,-0.4
1295,-0.4
1296,-0.4
1297,-0.4
1298,-0.4
1299,-0.4
1300,-0.4
1301,-0.4
1302,-0.4
1303,-0.4
1304,-0.4
1305,-0.4
1306,-0.4
1307,-0.4
1308,-0.4
1309,-0.4
1310,-0.4
1311,-0.4
1312,-0.4
1313,-0.4
1314,-0.4
1315,-0.4
1316,-0.4
1317,-0.4
1318,-0.4
1319,-0.4
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0033
1922,0.0065
1923,0.0098
1924,0.0131
1925,0.0164
1926,0.0196
1927,0.0229
1928,0.0262
1929,0.0294
1930,0.0327
1931,0.036
1932,0.0392
1933,0.0425
1934,0.0458
1935,0.049
1936,0.0523
1937,0.0555
1938,0.0588
1939,0.062
1940,0.0653
1941,0.0685
1942,0.0717
1943,0.075
1944,0.0782
1945,0.0814
1946,0.0847
1947,0.0879
1948,0.0911
1949,0.0943
1950,0.0975
1951,0.1008
1952,0.104
1953,0.1072
1954,0.1103
1955,0.1135
1956,0.1167
1957,0.1199
1958,0.1231
1959,0.1262
1960,0.1294
1961,0.1326
1962,0.1357
1963,0.1389
1964,0.142
1965,0.1451
1966,0.1483
1967,0.1514
1968,0.1545
1969,0.1576
1970,0.1607
1971,0.1638
1972,0.1669
1973,0.17
1974,0.1731
1975,0.1761
1976,0.1792
1977,0.1822
1978,0.1853
1979,0.1883
1980,0.1913
1981,0.1944
1982,0.1974
1983,0.2004
1984,0.2034
1985,0.2064
1986,0.2093
1987,0.2123
1988,0.2153
1989,0.2182
1990,0.2211
1991,0.2241
1992,0.227
1993,0.2299
1994,0.2328
1995,0.2357
1996,0.2386
1997,0.2415
1998,0.2443
1999,0.2472
2000,0.25
2001,0.2528
2002,0.2556
2003,0.2585
2004,0.2612
2005,0.264
2006,0.2668
2007,0.2696
2008,0.2723
2009,0.2751
2010,0.2778
2011,0.2805
2012,0.2832
2013,0.2859
2014,0.2886
2015,0.2912
2016,0.2939
2017,0.2965
2018,0.2992
2019,0.3018
2020,0.3044
2021,0.307
2022,0.3095
2023,0.3121
2024,0.3147
2025,0.3172
2026,0.3197
2027,0.3222
