time,c_rate
301,-2.453460524
302,-2.499954051
303,-2.63761228
304,-2.51783776
305,-2.501902836
306,-2.34699632
307,-2.57898936
308,-2.567889371
309,-2.73507544
310,-2.462885229
311,-2.520927673
312,-2.524257951
313,-2.670548004
314,-2.486290707
315,-2.527522631
316,-2.563748998
317,-2.517343182
318,-2.447612004
319,-2.518167218
320,-2.578333387
321,-2.346997149
322,-2.474717202
323,-2.382950284
324,-2.591707527
325,-2.292287578
326,-2.398503689
327,-2.501621064
328,-2.632516502
329,-2.452827722
330,-2.398913711
331,-2.667284238
332,-2.300568067
333,-2.217866519
334,-2.50853892
335,-2.404767793
336,-2.347579027
337,-2.538097436
338,-2.486925507
339,-2.397935658
340,-2.319041671
341,-2.55617354
342,-2.531691493
343,-2.449145813
344,-2.663481769
345,-2.342197867
346,-2.292030013
347,-2.383854938
348,-2.418331396
349,-2.450157229
350,-2.396780076
351,-2.462132551
352,-2.285492733
353,-2.582386942
354,-2.414303656
355,-2.546425622
356,-2.461104824
357,-2.473665269
358,-2.48611404
359,-2.472668978
360,-2.49415026
361,-2.569762147
362,-2.445000084
363,-2.501451271
364,-2.413468204
365,-2.581985173
366,-2.348846569
367,-2.621730718
368,-2.418929311
369,-2.265749493
370,-2.437463813
371,-2.348333331
372,-2.515951711
373,-2.351464709
374,-2.374204629
375,-2.215215359
376,-2.37353018
377,-2.119639213
378,-2.212164641
379,-2.470396838
380,-2.473193113
381,-2.433500511
382,-2.280120596
383,-2.381379818
384,-2.386238511
385,-2.259038689
386,-2.552238271
387,-2.4832789
388,-2.362295604
389,-2.389596878
390,-2.409589204
391,-2.161733342
392,-2.359408158
393,-2.311513138
394,-2.276304491
395,-2.355671467
396,-2.584654824
397,-2.457225718
398,-2.323718602
399,-2.449706707
400,-2.5407777
401,-2.488485958
402,-2.393203767
403,-2.3153737
404,-2.463546313
405,-2.393261231
406,-2.448525553
407,-2.419883571
408,-2.465528622
409,-2.290960429
410,-2.495031991
411,-2.371683942
412,-2.578512838
413,-2.27400218
414,-2.541138451
415,-2.37171822
416,-2.278162616
417,-2.296616687
418,-2.314630847
419,-2.396640769
420,-2.958271458
421,-2.83748544
422,-2.934714624
423,-3.173373562
424,-3.127690367
425,-3.022176907
426,-2.978300982
427,-2.987336544
428,-3.078412751
429,-2.898169218
430,-2.982481631
431,-2.8637512
432,-3.091525127
433,-3.118839927
434,-3.031043058
435,-3.257645627
436,-2.949246178
437,-2.959680267
438,-3.14570858
439,-3.236325064
440,-3.343190818
441,-3.107154938
442,-3.276521424
443,-3.190177807
444,-3.175404296
445,-3.328474338
446,-3.302992004
447,-3.057493693
448,-3.430499004
449,-3.419874916
450,-3.198947307
451,-3.348170716
452,-3.358990618
453,-3.333285849
454,-3.28067204
455,-3.267308549
456,-3.338474631
457,-3.507185858
458,-3.437885802
459,-3.337182882
460,-3.499728873
461,-3.1009506
462,-3.541263707
463,-3.259808227
464,-3.411518136
465,-3.328107549
466,-3.345547069
467,-3.616027198
468,-3.436640931
469,-3.563045042
470,-3.519708393
471,-3.577424
472,-3.570056391
473,-3.420269602
474,-3.671335456
475,-3.543923269
476,-3.426850509
477,-3.551153829
478,-3.800341502
479,-3.728683173
480,-3.59662434
481,-3.6332751
482,-3.636317802
483,-3.900505451
484,-3.750535249
485,-3.755834262
486,-3.821952338
487,-3.771484809
488,-3.716647496
489,-3.723553202
490,-3.774012024
491,-3.777798956
492,-3.898766682
493,-3.824338507
494,-3.899318604
495,-3.846442884
496,-3.863995864
497,-3.635227407
498,-3.992987169
499,-3.930218013
500,-4.001984684
501,-3.60973946
502,-4.158808429
503,-3.913392809
504,-4.087555407
505,-3.850938276
506,-4.032984924
507,-3.886167622
508,-3.933494227
509,-4.213039024
510,-4.017917218
511,-4.062872096
512,-4.134761391
513,-4.13023936
514,-4.092207813
515,-4.11584014
516,-4.377098271
517,-4.106009427
518,-4.134507818
519,-4.264805847
520,-4.270850078
521,-4.27982798
522,-4.256148878
523,-4.059886476
524,-4.365717613
525,-4.09623598
526,-4.2558447
527,-4.13942338
528,-4.252161151
529,-4.295440111
530,-4.294624411
531,-4.342419193
532,-4.47369778
533,-4.345901502
534,-4.305766638
535,-4.438857591
536,-4.463684107
537,-4.234154596
538,-4.435183596
539,-4.483331871
540,-2.537445338
541,-2.72176008
542,-2.516976222
543,-2.547337753
544,-2.477723462
545,-2.498503809
546,-2.33931294
547,-2.301445211
548,-2.635708833
549,-2.33005798
550,-2.31414856
551,-2.149434249
552,-2.316252169
553,-2.204176356
554,-2.530789782
555,-2.461151649
556,-2.237398993
557,-2.561311616
558,-2.384626764
559,-2.240701982
560,-1.964449933
561,-2.492118296
562,-2.086700729
563,-2.021803384
564,-2.315686593
565,-2.435075122
566,-2.318811511
567,-2.191729015
568,-2.19512669
569,-2.223618844
570,-2.176493411
571,-2.123869515
572,-2.06765614
573,-2.049283355
574,-1.936409662
575,-1.988543638
576,-1.832977415
577,-1.971910858
578,-1.873847522
579,-1.824462726
580,-1.96584151
581,-2.062640664
582,-2.01046305
583,-1.73631386
584,-1.76358089
585,-1.976219009
586,-1.727649993
587,-1.811129457
588,-1.85974543
589,-1.692490405
590,-1.810763236
591,-1.615492294
592,-1.659478848
593,-1.724228218
594,-1.47681392
595,-1.664087887
596,-1.57668792
597,-1.602991698
598,-1.530080816
599,-1.618962013
