Time_Minutes,Power_PerUnit,Description
198,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
199,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
200,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
201,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
202,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
203,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
204,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
205,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
206,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
207,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
208,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
209,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
210,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
211,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
212,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
213,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
214,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
215,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
216,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
217,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
218,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
219,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
220,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
221,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
222,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
223,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
224,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
225,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
226,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
227,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
228,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
229,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
230,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
231,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
232,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
233,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
234,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
235,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
236,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
237,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
238,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
239,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
240,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
241,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
242,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
243,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
244,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
245,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
246,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
247,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
248,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
249,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
250,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
251,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
252,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
253,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
254,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
255,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
256,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
257,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
258,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
259,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
260,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
261,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
262,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
263,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
264,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
265,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
266,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
267,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
268,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
269,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
270,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
271,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
272,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
273,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
274,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
275,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
276,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
277,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
278,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
279,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
280,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
281,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
282,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
283,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
284,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
285,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
286,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
287,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
288,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
289,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
290,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
291,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
292,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
293,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
294,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
295,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
296,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
297,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
298,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
299,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
300,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
301,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
302,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
303,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
304,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
305,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
306,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
307,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
308,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
309,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
310,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
311,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
312,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
313,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
314,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
315,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
316,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
317,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
318,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
319,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
320,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
321,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
322,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
323,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
324,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
325,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
326,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
327,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
328,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
329,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
330,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
331,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
332,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
333,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
334,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
335,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
336,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
337,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
338,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
339,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
340,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
341,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
342,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
343,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
344,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
345,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
346,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
347,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
348,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
349,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
350,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
351,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
352,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
353,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
354,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
355,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
356,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
357,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
358,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
359,0.0,"Energy time-shifting (positive=charge, negative=discharge)"
360,0.1083,"Energy time-shifting (positive=charge, negative=discharge)"
361,0.1095,"Energy time-shifting (positive=charge, negative=discharge)"
362,0.1107,"Energy time-shifting (positive=charge, negative=discharge)"
363,0.1119,"Energy time-shifting (positive=charge, negative=discharge)"
364,0.1132,"Energy time-shifting (positive=charge, negative=discharge)"
365,0.1144,"Energy time-shifting (positive=charge, negative=discharge)"
366,0.1157,"Energy time-shifting (positive=charge, negative=discharge)"
367,0.1169,"Energy time-shifting (positive=charge, negative=discharge)"
368,0.1182,"Energy time-shifting (positive=charge, negative=discharge)"
369,0.1195,"Energy time-shifting (positive=charge, negative=discharge)"
370,0.1208,"Energy time-shifting (positive=charge, negative=discharge)"
371,0.1221,"Energy time-shifting (positive=charge, negative=discharge)"
372,0.1234,"Energy time-shifting (positive=charge, negative=discharge)"
373,0.1248,"Energy time-shifting (positive=charge, negative=discharge)"
374,0.1261,"Energy time-shifting (positive=charge, negative=discharge)"
375,0.1275,"Energy time-shifting (positive=charge, negative=discharge)"
376,0.1288,"Energy time-shifting (positive=charge, negative=discharge)"
377,0.1302,"Energy time-shifting (positive=charge, negative=discharge)"
378,0.1316,"Energy time-shifting (positive=charge, negative=discharge)"
379,0.133,"Energy time-shifting (positive=charge, negative=discharge)"
380,0.1344,"Energy time-shifting (positive=charge, negative=discharge)"
381,0.1358,"Energy time-shifting (positive=charge, negative=discharge)"
382,0.1372,"Energy time-shifting (positive=charge, negative=discharge)"
383,0.1387,"Energy time-shifting (positive=charge, negative=discharge)"
384,0.1401,"Energy time-shifting (positive=charge, negative=discharge)"
385,0.1416,"Energy time-shifting (positive=charge, negative=discharge)"
386,0.143,"Energy time-shifting (positive=charge, negative=discharge)"
387,0.1445,"Energy time-shifting (positive=charge, negative=discharge)"
388,0.146,"Energy time-shifting (positive=charge, negative=discharge)"
389,0.1475,"Energy time-shifting (positive=charge, negative=discharge)"
390,0.149,"Energy time-shifting (positive=charge, negative=discharge)"
391,0.1505,"Energy time-shifting (positive=charge, negative=discharge)"
392,0.1521,"Energy time-shifting (positive=charge, negative=discharge)"
393,0.1536,"Energy time-shifting (positive=charge, negative=discharge)"
394,0.1552,"Energy time-shifting (positive=charge, negative=discharge)"
395,0.1567,"Energy time-shifting (positive=charge, negative=discharge)"
396,0.1583,"Energy time-shifting (positive=charge, negative=discharge)"
397,0.1599,"Energy time-shifting (positive=charge, negative=discharge)"
398,0.1615,"Energy time-shifting (positive=charge, negative=discharge)"
399,0.1631,"Energy time-shifting (positive=charge, negative=discharge)"
400,0.1647,"Energy time-shifting (positive=charge, negative=discharge)"
401,0.1664,"Energy time-shifting (positive=charge, negative=discharge)"
402,0.168,"Energy time-shifting (positive=charge, negative=discharge)"
403,0.1697,"Energy time-shifting (positive=charge, negative=discharge)"
404,0.1713,"Energy time-shifting (positive=charge, negative=discharge)"
405,0.173,"Energy time-shifting (positive=charge, negative=discharge)"
406,0.1747,"Energy time-shifting (positive=charge, negative=discharge)"
407,0.1764,"Energy time-shifting (positive=charge, negative=discharge)"
408,0.1781,"Energy time-shifting (positive=charge, negative=discharge)"
409,0.1798,"Energy time-shifting (positive=charge, negative=discharge)"
410,0.1816,"Energy time-shifting (positive=charge, negative=discharge)"
411,0.1833,"Energy time-shifting (positive=charge, negative=discharge)"
412,0.1851,"Energy time-shifting (positive=charge, negative=discharge)"
413,0.1868,"Energy time-shifting (positive=charge, negative=discharge)"
414,0.1886,"Energy time-shifting (positive=charge, negative=discharge)"
415,0.1904,"Energy time-shifting (positive=charge, negative=discharge)"
416,0.1922,"Energy time-shifting (positive=charge, negative=discharge)"
417,0.194,"Energy time-shifting (positive=charge, negative=discharge)"
418,0.1958,"Energy time-shifting (positive=charge, negative=discharge)"
419,0.1976,"Energy time-shifting (positive=charge, negative=discharge)"
420,0.1995,"Energy time-shifting (positive=charge, negative=discharge)"
421,0.2013,"Energy time-shifting (positive=charge, negative=discharge)"
422,0.2032,"Energy time-shifting (positive=charge, negative=discharge)"
423,0.2051,"Energy time-shifting (positive=charge, negative=discharge)"
424,0.207,"Energy time-shifting (positive=charge, negative=discharge)"
425,0.2089,"Energy time-shifting (positive=charge, negative=discharge)"
426,0.2108,"Energy time-shifting (positive=charge, negative=discharge)"
427,0.2127,"Energy time-shifting (positive=charge, negative=discharge)"
428,0.2146,"Energy time-shifting (positive=charge, negative=discharge)"
429,0.2165,"Energy time-shifting (positive=charge, negative=discharge)"
430,0.2185,"Energy time-shifting (positive=charge, negative=discharge)"
431,0.2205,"Energy time-shifting (positive=charge, negative=discharge)"
432,0.2224,"Energy time-shifting (positive=charge, negative=discharge)"
433,0.2244,"Energy time-shifting (positive=charge, negative=discharge)"
434,0.2264,"Energy time-shifting (positive=charge, negative=discharge)"
435,0.2284,"Energy time-shifting (positive=charge, negative=discharge)"
436,0.2304,"Energy time-shifting (positive=charge, negative=discharge)"
437,0.2324,"Energy time-shifting (positive=charge, negative=discharge)"
438,0.2345,"Energy time-shifting (positive=charge, negative=discharge)"
439,0.2365,"Energy time-shifting (positive=charge, negative=discharge)"
440,0.2386,"Energy time-shifting (positive=charge, negative=discharge)"
441,0.2407,"Energy time-shifting (positive=charge, negative=discharge)"
442,0.2427,"Energy time-shifting (positive=charge, negative=discharge)"
443,0.2448,"Energy time-shifting (positive=charge, negative=discharge)"
444,0.2469,"Energy time-shifting (positive=charge, negative=discharge)"
445,0.249,"Energy time-shifting (positive=charge, negative=discharge)"
446,0.2511,"Energy time-shifting (positive=charge, negative=discharge)"
