Time_Minutes,Power_PerUnit,Description
89,0.0,"Backup power (positive=charge, negative=discharge)"
90,0.0,"Backup power (positive=charge, negative=discharge)"
91,0.0,"Backup power (positive=charge, negative=discharge)"
92,0.0,"Backup power (positive=charge, negative=discharge)"
93,0.0,"Backup power (positive=charge, negative=discharge)"
94,0.0,"Backup power (positive=charge, negative=discharge)"
95,0.0,"Backup power (positive=charge, negative=discharge)"
96,0.0,"Backup power (positive=charge, negative=discharge)"
97,0.0,"Backup power (positive=charge, negative=discharge)"
98,0.0,"Backup power (positive=charge, negative=discharge)"
99,0.0,"Backup power (positive=charge, negative=discharge)"
100,0.0,"Backup power (positive=charge, negative=discharge)"
101,0.0,"Backup power (positive=charge, negative=discharge)"
102,0.0,"Backup power (positive=charge, negative=discharge)"
103,0.0,"Backup power (positive=charge, negative=discharge)"
104,0.0,"Backup power (positive=charge, negative=discharge)"
105,0.0,"Backup power (positive=charge, negative=discharge)"
106,0.0,"Backup power (positive=charge, negative=discharge)"
107,0.0,"Backup power (positive=charge, negative=discharge)"
108,0.0,"Backup power (positive=charge, negative=discharge)"
109,0.0,"Backup power (positive=charge, negative=discharge)"
110,0.0,"Backup power (positive=charge, negative=discharge)"
111,0.0,"Backup power (positive=charge, negative=discharge)"
112,0.0,"Backup power (positive=charge, negative=discharge)"
113,0.0,"Backup power (positive=charge, negative=discharge)"
114,0.0,"Backup power (positive=charge, negative=discharge)"
115,0.0,"Backup power (positive=charge, negative=discharge)"
116,0.0,"Backup power (positive=charge, negative=discharge)"
117,0.0,"Backup power (positive=charge, negative=discharge)"
118,0.0,"Backup power (positive=charge, negative=discharge)"
119,0.0,"Backup power (positive=charge, negative=discharge)"
120,0.0,"Backup power (positive=charge, negative=discharge)"
121,0.0,"Backup power (positive=charge, negative=discharge)"
122,0.0,"Backup power (positive=charge, negative=discharge)"
123,0.0,"Backup power (positive=charge, negative=discharge)"
124,0.0,"Backup power (positive=charge, negative=discharge)"
125,0.0,"Backup power (positive=charge, negative=discharge)"
126,0.0,"Backup power (positive=charge, negative=discharge)"
127,0.0,"Backup power (positive=charge, negative=discharge)"
128,0.0,"Backup power (positive=charge, negative=discharge)"
129,0.0,"Backup power (positive=charge, negative=discharge)"
130,0.0,"Backup power (positive=charge, negative=discharge)"
131,0.0,"Backup power (positive=charge, negative=discharge)"
132,0.0,"Backup power (positive=charge, negative=discharge)"
133,0.0,"Backup power (positive=charge, negative=discharge)"
134,0.0,"Backup power (positive=charge, negative=discharge)"
135,0.0,"Backup power (positive=charge, negative=discharge)"
136,0.0,"Backup power (positive=charge, negative=discharge)"
137,0.0,"Backup power (positive=charge, negative=discharge)"
138,0.0,"Backup power (positive=charge, negative=discharge)"
139,0.0,"Backup power (positive=charge, negative=discharge)"
140,0.0,"Backup power (positive=charge, negative=discharge)"
141,0.0,"Backup power (positive=charge, negative=discharge)"
142,0.0,"Backup power (positive=charge, negative=discharge)"
143,0.0,"Backup power (positive=charge, negative=discharge)"
144,0.0,"Backup power (positive=charge, negative=discharge)"
145,0.0,"Backup power (positive=charge, negative=discharge)"
146,0.0,"Backup power (positive=charge, negative=discharge)"
147,0.0,"Backup power (positive=charge, negative=discharge)"
148,0.0,"Backup power (positive=charge, negative=discharge)"
149,0.0,"Backup power (positive=charge, negative=discharge)"
150,0.0,"Backup power (positive=charge, negative=discharge)"
151,0.0,"Backup power (positive=charge, negative=discharge)"
152,0.0,"Backup power (positive=charge, negative=discharge)"
153,0.0,"Backup power (positive=charge, negative=discharge)"
154,0.0,"Backup power (positive=charge, negative=discharge)"
155,0.0,"Backup power (positive=charge, negative=discharge)"
156,0.0,"Backup power (positive=charge, negative=discharge)"
157,0.0,"Backup power (positive=charge, negative=discharge)"
158,0.0,"Backup power (positive=charge, negative=discharge)"
159,0.0,"Backup power (positive=charge, negative=discharge)"
160,0.0,"Backup power (positive=charge, negative=discharge)"
161,0.0,"Backup power (positive=charge, negative=discharge)"
162,0.0,"Backup power (positive=charge, negative=discharge)"
163,0.0,"Backup power (positive=charge, negative=discharge)"
164,0.0,"Backup power (positive=charge, negative=discharge)"
165,0.0,"Backup power (positive=charge, negative=discharge)"
166,0.0,"Backup power (positive=charge, negative=discharge)"
167,0.0,"Backup power (positive=charge, negative=discharge)"
168,0.0,"Backup power (positive=charge, negative=discharge)"
169,0.0,"Backup power (positive=charge, negative=discharge)"
170,0.0,"Backup power (positive=charge, negative=discharge)"
171,0.0,"Backup power (positive=charge, negative=discharge)"
172,0.0,"Backup power (positive=charge, negative=discharge)"
173,0.0,"Backup power (positive=charge, negative=discharge)"
174,0.0,"Backup power (positive=charge, negative=discharge)"
175,0.0,"Backup power (positive=charge, negative=discharge)"
176,0.0,"Backup power (positive=charge, negative=discharge)"
177,0.0,"Backup power (positive=charge, negative=discharge)"
178,0.0,"Backup power (positive=charge, negative=discharge)"
179,0.0,"Backup power (positive=charge, negative=discharge)"
180,0.0,"Backup power (positive=charge, negative=discharge)"
181,0.0,"Backup power (positive=charge, negative=discharge)"
182,0.0,"Backup power (positive=charge, negative=discharge)"
183,0.0,"Backup power (positive=charge, negative=discharge)"
184,0.0,"Backup power (positive=charge, negative=discharge)"
185,0.0,"Backup power (positive=charge, negative=discharge)"
186,0.0,"Backup power (positive=charge, negative=discharge)"
187,0.0,"Backup power (positive=charge, negative=discharge)"
188,0.0,"Backup power (positive=charge, negative=discharge)"
189,0.0,"Backup power (positive=charge, negative=discharge)"
190,0.0,"Backup power (positive=charge, negative=discharge)"
191,0.0,"Backup power (positive=charge, negative=discharge)"
192,0.0,"Backup power (positive=charge, negative=discharge)"
193,0.0,"Backup power (positive=charge, negative=discharge)"
194,0.0,"Backup power (positive=charge, negative=discharge)"
195,0.0,"Backup power (positive=charge, negative=discharge)"
196,0.0,"Backup power (positive=charge, negative=discharge)"
197,0.0,"Backup power (positive=charge, negative=discharge)"
198,0.0,"Backup power (positive=charge, negative=discharge)"
199,0.0,"Backup power (positive=charge, negative=discharge)"
200,0.0,"Backup power (positive=charge, negative=discharge)"
201,0.0,"Backup power (positive=charge, negative=discharge)"
202,0.0,"Backup power (positive=charge, negative=discharge)"
203,0.0,"Backup power (positive=charge, negative=discharge)"
204,0.0,"Backup power (positive=charge, negative=discharge)"
205,0.0,"Backup power (positive=charge, negative=discharge)"
206,0.0,"Backup power (positive=charge, negative=discharge)"
207,0.0,"Backup power (positive=charge, negative=discharge)"
208,0.0,"Backup power (positive=charge, negative=discharge)"
209,0.0,"Backup power (positive=charge, negative=discharge)"
210,0.0,"Backup power (positive=charge, negative=discharge)"
211,0.0,"Backup power (positive=charge, negative=discharge)"
212,0.0,"Backup power (positive=charge, negative=discharge)"
213,0.0,"Backup power (positive=charge, negative=discharge)"
214,0.0,"Backup power (positive=charge, negative=discharge)"
215,0.0,"Backup power (positive=charge, negative=discharge)"
216,0.0,"Backup power (positive=charge, negative=discharge)"
217,0.0,"Backup power (positive=charge, negative=discharge)"
218,0.0,"Backup power (positive=charge, negative=discharge)"
219,0.0,"Backup power (positive=charge, negative=discharge)"
220,0.0,"Backup power (positive=charge, negative=discharge)"
221,0.0,"Backup power (positive=charge, negative=discharge)"
222,0.0,"Backup power (positive=charge, negative=discharge)"
223,0.0,"Backup power (positive=charge, negative=discharge)"
224,0.0,"Backup power (positive=charge, negative=discharge)"
225,0.0,"Backup power (positive=charge, negative=discharge)"
226,0.0,"Backup power (positive=charge, negative=discharge)"
227,0.0,"Backup power (positive=charge, negative=discharge)"
228,0.0,"Backup power (positive=charge, negative=discharge)"
229,0.0,"Backup power (positive=charge, negative=discharge)"
230,0.0,"Backup power (positive=charge, negative=discharge)"
231,0.0,"Backup power (positive=charge, negative=discharge)"
232,0.0,"Backup power (positive=charge, negative=discharge)"
233,0.0,"Backup power (positive=charge, negative=discharge)"
234,0.0,"Backup power (positive=charge, negative=discharge)"
235,0.0,"Backup power (positive=charge, negative=discharge)"
236,0.0,"Backup power (positive=charge, negative=discharge)"
237,0.0,"Backup power (positive=charge, negative=discharge)"
238,0.0,"Backup power (positive=charge, negative=discharge)"
239,0.0,"Backup power (positive=charge, negative=discharge)"
240,0.0,"Backup power (positive=charge, negative=discharge)"
241,0.0,"Backup power (positive=charge, negative=discharge)"
242,0.0,"Backup power (positive=charge, negative=discharge)"
243,0.0,"Backup power (positive=charge, negative=discharge)"
244,0.0,"Backup power (positive=charge, negative=discharge)"
245,0.0,"Backup power (positive=charge, negative=discharge)"
246,0.0,"Backup power (positive=charge, negative=discharge)"
247,0.0,"Backup power (positive=charge, negative=discharge)"
248,0.0,"Backup power (positive=charge, negative=discharge)"
249,0.0,"Backup power (positive=charge, negative=discharge)"
250,0.0,"Backup power (positive=charge, negative=discharge)"
251,0.0,"Backup power (positive=charge, negative=discharge)"
252,0.0,"Backup power (positive=charge, negative=discharge)"
253,0.0,"Backup power (positive=charge, negative=discharge)"
254,0.0,"Backup power (positive=charge, negative=discharge)"
255,0.0,"Backup power (positive=charge, negative=discharge)"
256,0.0,"Backup power (positive=charge, negative=discharge)"
257,0.0,"Backup power (positive=charge, negative=discharge)"
258,0.0,"Backup power (positive=charge, negative=discharge)"
259,0.0,"Backup power (positive=charge, negative=discharge)"
260,0.0,"Backup power (positive=charge, negative=discharge)"
261,0.0,"Backup power (positive=charge, negative=discharge)"
262,0.0,"Backup power (positive=charge, negative=discharge)"
263,0.0,"Backup power (positive=charge, negative=discharge)"
264,0.0,"Backup power (positive=charge, negative=discharge)"
265,0.0,"Backup power (positive=charge, negative=discharge)"
266,0.0,"Backup power (positive=charge, negative=discharge)"
267,0.0,"Backup power (positive=charge, negative=discharge)"
268,0.0,"Backup power (positive=charge, negative=discharge)"
269,0.0,"Backup power (positive=charge, negative=discharge)"
270,0.0,"Backup power (positive=charge, negative=discharge)"
271,0.0,"Backup power (positive=charge, negative=discharge)"
272,0.0,"Backup power (positive=charge, negative=discharge)"
273,0.0,"Backup power (positive=charge, negative=discharge)"
274,0.0,"Backup power (positive=charge, negative=discharge)"
275,0.0,"Backup power (positive=charge, negative=discharge)"
276,0.0,"Backup power (positive=charge, negative=discharge)"
277,0.0,"Backup power (positive=charge, negative=discharge)"
278,0.0,"Backup power (positive=charge, negative=discharge)"
279,0.0,"Backup power (positive=charge, negative=discharge)"
280,0.0,"Backup power (positive=charge, negative=discharge)"
281,0.0,"Backup power (positive=charge, negative=discharge)"
282,0.0,"Backup power (positive=charge, negative=discharge)"
283,0.0,"Backup power (positive=charge, negative=discharge)"
284,0.0,"Backup power (positive=charge, negative=discharge)"
285,0.0,"Backup power (positive=charge, negative=discharge)"
286,0.0,"Backup power (positive=charge, negative=discharge)"
287,0.0,"Backup power (positive=charge, negative=discharge)"
288,0.0,"Backup power (positive=charge, negative=discharge)"
289,0.0,"Backup power (positive=charge, negative=discharge)"
290,0.0,"Backup power (positive=charge, negative=discharge)"
291,0.0,"Backup power (positive=charge, negative=discharge)"
292,0.0,"Backup power (positive=charge, negative=discharge)"
293,0.0,"Backup power (positive=charge, negative=discharge)"
294,0.0,"Backup power (positive=charge, negative=discharge)"
295,0.0,"Backup power (positive=charge, negative=discharge)"
296,0.0,"Backup power (positive=charge, negative=discharge)"
297,0.0,"Backup power (positive=charge, negative=discharge)"
298,0.0,"Backup power (positive=charge, negative=discharge)"
299,0.0,"Backup power (positive=charge, negative=discharge)"
300,0.0,"Backup power (positive=charge, negative=discharge)"
301,0.0,"Backup power (positive=charge, negative=discharge)"
302,0.0,"Backup power (positive=charge, negative=discharge)"
303,0.0,"Backup power (positive=charge, negative=discharge)"
304,0.0,"Backup power (positive=charge, negative=discharge)"
305,0.0,"Backup power (positive=charge, negative=discharge)"
306,0.0,"Backup power (positive=charge, negative=discharge)"
307,0.0,"Backup power (positive=charge, negative=discharge)"
308,0.0,"Backup power (positive=charge, negative=discharge)"
309,0.0,"Backup power (positive=charge, negative=discharge)"
310,0.0,"Backup power (positive=charge, negative=discharge)"
311,0.0,"Backup power (positive=charge, negative=discharge)"
312,0.0,"Backup power (positive=charge, negative=discharge)"
313,0.0,"Backup power (positive=charge, negative=discharge)"
314,0.0,"Backup power (positive=charge, negative=discharge)"
315,0.0,"Backup power (positive=charge, negative=discharge)"
316,0.0,"Backup power (positive=charge, negative=discharge)"
317,0.0,"Backup power (positive=charge, negative=discharge)"
318,0.0,"Backup power (positive=charge, negative=discharge)"
319,0.0,"Backup power (positive=charge, negative=discharge)"
320,0.0,"Backup power (positive=charge, negative=discharge)"
321,0.0,"Backup power (positive=charge, negative=discharge)"
322,0.0,"Backup power (positive=charge, negative=discharge)"
323,0.0,"Backup power (positive=charge, negative=discharge)"
324,0.0,"Backup power (positive=charge, negative=discharge)"
325,0.0,"Backup power (positive=charge, negative=discharge)"
326,0.0,"Backup power (positive=charge, negative=discharge)"
327,0.0,"Backup power (positive=charge, negative=discharge)"
328,0.0,"Backup power (positive=charge, negative=discharge)"
329,0.0,"Backup power (positive=charge, negative=discharge)"
330,0.0,"Backup power (positive=charge, negative=discharge)"
331,0.0,"Backup power (positive=charge, negative=discharge)"
332,0.0,"Backup power (positive=charge, negative=discharge)"
333,0.0,"Backup power (positive=charge, negative=discharge)"
334,0.0,"Backup power (positive=charge, negative=discharge)"
335,0.0,"Backup power (positive=charge, negative=discharge)"
336,0.0,"Backup power (positive=charge, negative=discharge)"
337,0.0,"Backup power (positive=charge, negative=discharge)"
338,0.0,"Backup power (positive=charge, negative=discharge)"
339,0.0,"Backup power (positive=charge, negative=discharge)"
340,0.0,"Backup power (positive=charge, negative=discharge)"
341,0.0,"Backup power (positive=charge, negative=discharge)"
342,0.0,"Backup power (positive=charge, negative=discharge)"
343,0.0,"Backup power (positive=charge, negative=discharge)"
344,0.0,"Backup power (positive=charge, negative=discharge)"
345,0.0,"Backup power (positive=charge, negative=discharge)"
346,0.0,"Backup power (positive=charge, negative=discharge)"
347,0.0,"Backup power (positive=charge, negative=discharge)"
348,0.0,"Backup power (positive=charge, negative=discharge)"
349,0.0,"Backup power (positive=charge, negative=discharge)"
350,0.0,"Backup power (positive=charge, negative=discharge)"
351,0.0,"Backup power (positive=charge, negative=discharge)"
352,0.0,"Backup power (positive=charge, negative=discharge)"
353,0.0,"Backup power (positive=charge, negative=discharge)"
354,0.0,"Backup power (positive=charge, negative=discharge)"
355,0.0,"Backup power (positive=charge, negative=discharge)"
356,0.0,"Backup power (positive=charge, negative=discharge)"
357,0.0,"Backup power (positive=charge, negative=discharge)"
358,0.0,"Backup power (positive=charge, negative=discharge)"
359,0.0,"Backup power (positive=charge, negative=discharge)"
360,0.0,"Backup power (positive=charge, negative=discharge)"
361,0.0,"Backup power (positive=charge, negative=discharge)"
362,0.0,"Backup power (positive=charge, negative=discharge)"
363,0.0,"Backup power (positive=charge, negative=discharge)"
364,0.0,"Backup power (positive=charge, negative=discharge)"
365,0.0,"Backup power (positive=charge, negative=discharge)"
366,0.0,"Backup power (positive=charge, negative=discharge)"
367,0.0,"Backup power (positive=charge, negative=discharge)"
368,0.0,"Backup power (positive=charge, negative=discharge)"
369,0.0,"Backup power (positive=charge, negative=discharge)"
370,0.0,"Backup power (positive=charge, negative=discharge)"
371,0.0,"Backup power (positive=charge, negative=discharge)"
372,0.0,"Backup power (positive=charge, negative=discharge)"
373,0.0,"Backup power (positive=charge, negative=discharge)"
374,0.0,"Backup power (positive=charge, negative=discharge)"
375,0.0,"Backup power (positive=charge, negative=discharge)"
376,0.0,"Backup power (positive=charge, negative=discharge)"
377,0.0,"Backup power (positive=charge, negative=discharge)"
378,0.0,"Backup power (positive=charge, negative=discharge)"
379,0.0,"Backup power (positive=charge, negative=discharge)"
380,0.0,"Backup power (positive=charge, negative=discharge)"
381,0.0,"Backup power (positive=charge, negative=discharge)"
382,0.0,"Backup power (positive=charge, negative=discharge)"
383,0.0,"Backup power (positive=charge, negative=discharge)"
384,0.0,"Backup power (positive=charge, negative=discharge)"
385,0.0,"Backup power (positive=charge, negative=discharge)"
386,0.0,"Backup power (positive=charge, negative=discharge)"
387,0.0,"Backup power (positive=charge, negative=discharge)"
388,0.0,"Backup power (positive=charge, negative=discharge)"
389,0.0,"Backup power (positive=charge, negative=discharge)"
390,0.0,"Backup power (positive=charge, negative=discharge)"
391,0.0,"Backup power (positive=charge, negative=discharge)"
392,0.0,"Backup power (positive=charge, negative=discharge)"
393,0.0,"Backup power (positive=charge, negative=discharge)"
394,0.0,"Backup power (positive=charge, negative=discharge)"
395,0.0,"Backup power (positive=charge, negative=discharge)"
396,0.0,"Backup power (positive=charge, negative=discharge)"
397,0.0,"Backup power (positive=charge, negative=discharge)"
398,0.0,"Backup power (positive=charge, negative=discharge)"
399,0.0,"Backup power (positive=charge, negative=discharge)"
400,0.0,"Backup power (positive=charge, negative=discharge)"
401,0.0,"Backup power (positive=charge, negative=discharge)"
402,0.0,"Backup power (positive=charge, negative=discharge)"
403,0.0,"Backup power (positive=charge, negative=discharge)"
404,0.0,"Backup power (positive=charge, negative=discharge)"
405,0.0,"Backup power (positive=charge, negative=discharge)"
406,0.0,"Backup power (positive=charge, negative=discharge)"
407,0.0,"Backup power (positive=charge, negative=discharge)"
408,0.0,"Backup power (positive=charge, negative=discharge)"
409,0.0,"Backup power (positive=charge, negative=discharge)"
410,0.0,"Backup power (positive=charge, negative=discharge)"
411,0.0,"Backup power (positive=charge, negative=discharge)"
412,0.0,"Backup power (positive=charge, negative=discharge)"
413,0.0,"Backup power (positive=charge, negative=discharge)"
414,0.0,"Backup power (positive=charge, negative=discharge)"
415,0.0,"Backup power (positive=charge, negative=discharge)"
416,0.0,"Backup power (positive=charge, negative=discharge)"
417,0.0,"Backup power (positive=charge, negative=discharge)"
418,0.0,"Backup power (positive=charge, negative=discharge)"
419,0.0,"Backup power (positive=charge, negative=discharge)"
420,0.0,"Backup power (positive=charge, negative=discharge)"
421,0.0,"Backup power (positive=charge, negative=discharge)"
422,0.0,"Backup power (positive=charge, negative=discharge)"
423,0.0,"Backup power (positive=charge, negative=discharge)"
424,0.0,"Backup power (positive=charge, negative=discharge)"
425,0.0,"Backup power (positive=charge, negative=discharge)"
426,0.0,"Backup power (positive=charge, negative=discharge)"
427,0.0,"Backup power (positive=charge, negative=discharge)"
428,0.0,"Backup power (positive=charge, negative=discharge)"
429,0.0,"Backup power (positive=charge, negative=discharge)"
430,0.0,"Backup power (positive=charge, negative=discharge)"
431,0.0,"Backup power (positive=charge, negative=discharge)"
432,0.0,"Backup power (positive=charge, negative=discharge)"
433,0.0,"Backup power (positive=charge, negative=discharge)"
434,0.0,"Backup power (positive=charge, negative=discharge)"
435,0.0,"Backup power (positive=charge, negative=discharge)"
436,0.0,"Backup power (positive=charge, negative=discharge)"
437,0.0,"Backup power (positive=charge, negative=discharge)"
438,0.0,"Backup power (positive=charge, negative=discharge)"
439,0.0,"Backup power (positive=charge, negative=discharge)"
440,0.0,"Backup power (positive=charge, negative=discharge)"
441,0.0,"Backup power (positive=charge, negative=discharge)"
442,0.0,"Backup power (positive=charge, negative=discharge)"
443,0.0,"Backup power (positive=charge, negative=discharge)"
444,0.0,"Backup power (positive=charge, negative=discharge)"
445,0.0,"Backup power (positive=charge, negative=discharge)"
446,0.0,"Backup power (positive=charge, negative=discharge)"
447,0.0,"Backup power (positive=charge, negative=discharge)"
448,0.0,"Backup power (positive=charge, negative=discharge)"
449,0.0,"Backup power (positive=charge, negative=discharge)"
450,0.0,"Backup power (positive=charge, negative=discharge)"
451,0.0,"Backup power (positive=charge, negative=discharge)"
452,0.0,"Backup power (positive=charge, negative=discharge)"
453,0.0,"Backup power (positive=charge, negative=discharge)"
454,0.0,"Backup power (positive=charge, negative=discharge)"
455,0.0,"Backup power (positive=charge, negative=discharge)"
456,0.0,"Backup power (positive=charge, negative=discharge)"
457,0.0,"Backup power (positive=charge, negative=discharge)"
458,0.0,"Backup power (positive=charge, negative=discharge)"
459,0.0,"Backup power (positive=charge, negative=discharge)"
460,0.0,"Backup power (positive=charge, negative=discharge)"
461,0.0,"Backup power (positive=charge, negative=discharge)"
462,0.0,"Backup power (positive=charge, negative=discharge)"
463,0.0,"Backup power (positive=charge, negative=discharge)"
464,0.0,"Backup power (positive=charge, negative=discharge)"
465,0.0,"Backup power (positive=charge, negative=discharge)"
466,0.0,"Backup power (positive=charge, negative=discharge)"
467,0.0,"Backup power (positive=charge, negative=discharge)"
468,0.0,"Backup power (positive=charge, negative=discharge)"
469,0.0,"Backup power (positive=charge, negative=discharge)"
470,0.0,"Backup power (positive=charge, negative=discharge)"
471,0.0,"Backup power (positive=charge, negative=discharge)"
472,0.0,"Backup power (positive=charge, negative=discharge)"
473,0.0,"Backup power (positive=charge, negative=discharge)"
474,0.0,"Backup power (positive=charge, negative=discharge)"
475,0.0,"Backup power (positive=charge, negative=discharge)"
476,0.0,"Backup power (positive=charge, negative=discharge)"
477,0.0,"Backup power (positive=charge, negative=discharge)"
478,0.0,"Backup power (positive=charge, negative=discharge)"
479,0.0,"Backup power (positive=charge, negative=discharge)"
480,0.0,"Backup power (positive=charge, negative=discharge)"
481,0.0,"Backup power (positive=charge, negative=discharge)"
482,0.0,"Backup power (positive=charge, negative=discharge)"
483,0.0,"Backup power (positive=charge, negative=discharge)"
484,0.0,"Backup power (positive=charge, negative=discharge)"
485,0.0,"Backup power (positive=charge, negative=discharge)"
486,0.0,"Backup power (positive=charge, negative=discharge)"
487,0.0,"Backup power (positive=charge, negative=discharge)"
488,0.0,"Backup power (positive=charge, negative=discharge)"
489,0.0,"Backup power (positive=charge, negative=discharge)"
490,0.0,"Backup power (positive=charge, negative=discharge)"
491,0.0,"Backup power (positive=charge, negative=discharge)"
492,0.0,"Backup power (positive=charge, negative=discharge)"
493,0.0,"Backup power (positive=charge, negative=discharge)"
494,0.0,"Backup power (positive=charge, negative=discharge)"
495,0.0,"Backup power (positive=charge, negative=discharge)"
496,0.0,"Backup power (positive=charge, negative=discharge)"
497,0.0,"Backup power (positive=charge, negative=discharge)"
498,0.0,"Backup power (positive=charge, negative=discharge)"
499,0.0,"Backup power (positive=charge, negative=discharge)"
500,0.0,"Backup power (positive=charge, negative=discharge)"
501,0.0,"Backup power (positive=charge, negative=discharge)"
502,0.0,"Backup power (positive=charge, negative=discharge)"
503,0.0,"Backup power (positive=charge, negative=discharge)"
504,0.0,"Backup power (positive=charge, negative=discharge)"
505,0.0,"Backup power (positive=charge, negative=discharge)"
506,0.0,"Backup power (positive=charge, negative=discharge)"
507,0.0,"Backup power (positive=charge, negative=discharge)"
508,0.0,"Backup power (positive=charge, negative=discharge)"
509,0.0,"Backup power (positive=charge, negative=discharge)"
510,0.0,"Backup power (positive=charge, negative=discharge)"
511,0.0,"Backup power (positive=charge, negative=discharge)"
512,0.0,"Backup power (positive=charge, negative=discharge)"
513,0.0,"Backup power (positive=charge, negative=discharge)"
514,0.0,"Backup power (positive=charge, negative=discharge)"
515,0.0,"Backup power (positive=charge, negative=discharge)"
516,0.0,"Backup power (positive=charge, negative=discharge)"
