time,c_rate
134,-1.693113145
135,-1.745694811
136,-3.920465263
137,-2.913155102
138,-0.338962551
139,-4.844714879
140,-2.13948826
141,-1.016618731
142,-5.311436151
143,-2.882669139
144,-1.761556297
145,-1.890563757
146,-4.567910379
147,-5.128559366
148,-0.795197732
149,-2.39066669
150,-4.241469516
151,-0.954929078
152,-4.93729222
153,-3.120950917
154,-2.95735869
155,-2.649739802
156,-1.857625593
157,1.192591834
158,-3.791398932
159,-1.494372613
160,-4.564760227
161,-1.207462994
162,-0.330980646
163,-3.581547151
164,-0.628703334
165,-2.047971409
166,-1.644630196
167,0.237131739
168,-3.46406043
169,-2.964593191
170,-3.752183928
171,-7.262576426
172,-2.301402485
173,-2.062030442
174,-2.391673837
175,-1.832597419
176,-1.665854307
177,0.611164128
178,-4.091639974
179,2.216957252
180,-2.776556602
181,-5.727220788
182,-5.317341296
183,-1.133849088
184,-2.24538921
185,-1.098089227
186,-1.290881173
187,-2.437874653
188,-4.950038947
189,-4.985818449
190,-2.783230701
191,-0.606857866
192,-1.255953356
193,-4.242123921
194,-2.187478905
195,-1.08590651
196,-4.380546939
197,-3.489692318
198,-2.913115951
199,-5.561969184
200,-2.928720327
201,-2.036229927
202,-1.811466906
203,-1.362914689
204,-7.144502941
205,-4.225905923
206,-1.964374872
207,-2.808476661
208,-1.2872747
209,4.695892287
210,-3.524351649
211,-1.691280544
212,-2.007778712
213,-2.699978455
214,-2.529313052
215,-1.7487005
216,-4.435915451
217,-5.310725655
218,-3.019302967
219,-3.980051986
220,1.167665259
221,-5.746345732
222,-0.273341005
223,-6.943968651
224,-6.757054295
225,-0.796882401
226,-0.882363925
227,-3.409394844
228,-3.84984388
229,-2.190598921
230,-3.2608041
231,-3.476942063
232,-2.27675977
233,-3.436745084
234,1.905506048
235,1.076800726
236,-5.897444941
237,-3.050129505
238,-4.000539788
239,-3.21000084
240,-4.91217698
241,-3.461639481
242,-2.522016838
243,-1.210240292
244,-5.739573983
245,-2.262147114
246,-3.655110264
247,-3.969360065
248,-0.168769995
249,-1.993774916
250,-4.14780027
251,-2.170285393
252,0.100276304
253,-1.39497448
254,-6.822767476
255,-4.514138546
256,-1.172305609
257,-3.152851587
258,-1.817009185
259,-1.323338631
260,-3.551259199
261,-3.087626966
262,-7.975145595
263,-4.69932484
264,-3.002727948
265,-5.574029567
266,-2.567845738
267,-5.423825086
268,-2.131842395
269,-1.668519812
270,0.608625377
271,-4.023530015
272,-0.768160794
273,-2.624191789
274,-5.155452499
275,-2.381177354
276,-1.8713383
277,-2.630422111
278,-2.86902419
279,-3.965553462
280,-2.650386529
281,-1.095950216
282,-1.62328314
283,-7.320012609
284,0.229533766
285,-7.432554661
286,-3.626592436
287,-1.992592908
288,-2.831444727
289,-2.413020454
290,-2.863708904
291,-3.376972977
292,-3.210406313
293,-2.566355903
294,-1.166148919
295,-4.105303135
296,-0.619357428
297,-3.423049336
298,-3.055994547
299,-0.928472548
300,-4.733127996
301,-6.048578219
302,-6.015252665
303,-3.962431525
304,-6.344252627
305,-3.430228335
306,-6.047106002
307,-4.463565777
308,-5.458554258
309,-4.499788827
310,-5.68028462
311,-5.287930931
312,-5.078324939
313,-6.151611306
314,-4.358169725
315,-5.648490155
316,-5.355641905
317,-6.143546454
318,-7.756896524
319,-5.316982694
320,-2.638009466
321,-4.313123118
322,-5.140245642
323,-5.390924942
324,-5.097312122
325,-4.557479342
326,-6.335404755
327,-3.973866144
328,-4.384348887
329,-4.381463338
330,-4.669266049
331,-5.100243792
332,-4.428099181
333,-4.511491183
334,-5.484712023
335,-5.710625547
336,-5.015624753
337,-3.526590752
338,-6.395385619
339,-6.63041253
340,-4.950900217
341,-5.068067998
342,-4.942071129
343,-4.869416623
344,-5.350088076
345,-3.587459019
346,-6.767650228
347,-5.972895569
348,-5.226670194
349,-6.811158466
350,-2.494964614
351,1.383010277
352,-1.359329988
353,-2.880291132
354,-4.173763818
355,-5.190003025
356,-3.262332391
357,-3.664274894
358,-0.975138155
359,-3.68278124
360,-3.101872021
361,0.025047651
362,-2.517678489
363,-0.985900449
364,-0.040468256
365,-4.573952533
366,-3.296516777
367,-4.117152197
368,-2.918758402
369,-3.684211232
370,-1.786947409
371,-2.072842575
372,-0.696958298
373,-1.051241087
374,-0.028916023
375,-2.004403802
376,-3.009971985
377,-2.341666785
378,2.975048177
379,-4.217296707
380,-4.473464658
381,-4.235518423
382,-6.655378155
383,-2.329477322
384,-6.416233668
385,-1.010188856
386,-3.726525806
387,0.083216416
388,-1.664153504
389,-3.223765156
390,-6.022466946
391,-1.529525492
392,-3.015190524
393,-1.121345415
394,-0.636407967
395,-4.326610623
396,-5.330467027
397,-0.514178447
398,-3.700226668
399,-0.229978114
400,3.278893621
401,1.225913988
402,2.162923491
403,0.091650468
404,0.438232591
405,1.908415311
406,2.949396408
407,1.788243265
408,1.100225515
409,1.421612018
410,0.135755892
411,2.044346612
412,2.330202324
413,0.957170654
414,0.938699447
415,1.695911879
416,0.972985961
417,1.354295114
418,3.582813215
419,1.168168329
420,1.053633266
421,0.756064271
422,2.188064459
423,1.235873663
424,0.754180056
425,2.781873845
426,2.883016857
427,0.804545762
428,-0.498202603
429,2.459004747
430,0.717903199
431,2.23584153
432,-0.604762836
433,2.340763572
434,0.176126889
435,2.174248105
436,1.437027138
437,0.440801792
438,1.003528202
439,2.128516516
440,1.531299364
441,2.023662654
442,3.45596517
443,-0.187158001
444,3.086343777
445,1.529716335
446,0.497552949
447,0.053538119
448,1.227748988
449,2.370656916
450,-3.082902938
451,0.340440103
452,-6.020290555
453,-1.996809641
454,-5.038359266
455,-3.8238123
456,-2.114815339
457,-5.044578996
458,-6.469216444
459,-4.684527175
460,0.958103486
461,-2.368502034
462,-2.767443733
463,-3.581501315
464,-2.336508298
465,-1.994825405
466,-3.626463433
467,-1.222860827
468,-4.268913581
469,-3.911375509
470,-2.956407381
471,-7.274948097
472,-6.126082521
473,-0.476547932
474,-1.155738715
475,-4.386980087
476,-1.161580134
477,-3.495469137
478,3.095970905
479,-0.457806076
480,-4.83875189
481,-5.172775901
482,-4.35792177
483,-3.506961749
484,-4.613469405
485,-4.796768644
486,-3.142202867
487,-4.949495007
488,-0.579850823
489,0.123631394
490,-1.069079537
491,0.688479159
492,-2.624842664
493,-5.146381057
494,-1.099471115
495,-1.387233761
496,-4.184560099
497,-1.727403643
498,-3.669926364
499,-6.751425973
500,-0.181490595
501,-0.612609147
502,-5.626850962
503,-1.626361942
504,-1.901797795
505,-0.476215943
506,-3.231508603
507,-4.507846705
508,-2.211894799
509,-3.349618082
510,-2.713009351
511,-1.083277699
512,-3.015793692
513,-3.881576293
514,-3.14392978
515,-1.121589243
516,-1.126498905
517,-5.148294544
518,-3.24959577
519,-2.694192174
520,-5.241821626
521,-1.115796854
522,-3.504637243
523,-0.147839319
524,-4.153178009
525,-5.237181791
526,-6.745873425
527,-3.160909877
528,-1.685723996
529,-3.514509485
530,-2.057198819
531,-5.754250984
532,-4.519257554
533,-5.279014952
534,-3.041097962
535,-2.171934567
536,-3.798092535
537,-3.449831454
538,-1.119864752
539,-4.508752573
540,-0.699267818
541,-4.339723669
542,-1.434153301
543,-0.92545382
544,-9.278952767
545,-3.07593435
546,-2.352421579
547,-4.078980058
548,-1.497663959
549,-4.27892435
550,-1.606286921
551,-2.47553608
552,-0.148154173
553,-3.815910654
554,-1.021450234
555,-3.278868504
556,-4.056894354
557,-3.43543952
558,-3.999053881
559,-3.14274629
560,-3.409245651
561,-0.694175257
562,-2.924243374
563,-2.256260947
564,-1.44190868
565,-1.963086717
566,-6.874675781
567,-6.32204954
568,-7.186595689
569,-2.17308192
570,-2.973654276
571,-0.547474018
572,-2.122031573
573,-2.702344465
574,-0.279317022
575,-5.128260608
576,-2.812710771
577,-2.893375948
578,-5.793774801
579,-0.624701062
580,-3.258576331
581,-4.538343251
582,-1.410909688
583,0.980897554
584,-2.50052531
585,-3.201457555
586,-3.865790496
587,-5.246178101
588,-0.51150318
589,-3.240652354
590,-4.622135096
591,-4.6163564
592,-3.566982656
593,-2.944015417
594,-1.159651407
595,-5.206770136
596,-4.253838858
597,-5.548249698
598,-3.38974201
599,-2.129351578
